Name,Org,Pos,Current Level,Age,Top 100,Org Rk,Hit,Game,Raw,Spd,FV,PA,OBP,SLG,ISO,BB%,K%,wRC+,playerId
"Jeremiah Jackson","LAA","SS","AA","22.1055555",,9,"30 / 35","35 / 55","55 / 60","55 / 55","40+",700,0.33571429,0.55591572,0.29011345,0.09142857,0.32428571,125.3490100865782,"sa3007740"
"Blaze Alexander","ARI","SS","AA","22.8972222",,48,"30 / 30","30 / 40","50 / 55","45 / 40","35+",1042,0.35508637,0.41479821,0.15358745,0.11228407,0.256238,114.54107623813546,"sa3007742"
"Ryder Green","NYY","RF","A","21.9972222",,34,"30 / 40","30 / 55","65 / 70","55 / 50","35+",552,0.3423913,0.42194093,0.1793249,0.10869565,0.30615942,112.00731315197322,"sa3007875"
"Brennen Davis","CHC","RF","AAA","22.5055555",26,1,"30 / 40","45 / 60","55 / 60","60 / 55","55",692,0.3826087,0.4880137,0.21061644,0.11271676,0.24277457,145.53463621107832,"sa3007876"
"Parker Meadows","DET","CF","AA","22.5055555",,27,"20 / 30","30 / 50","55 / 60","60 / 60","40",1030,0.30255403,0.33592018,0.1119734,0.09126214,0.23883495,83.52603887711429,"sa3007943"
"Kody Clemens","DET","2B","AAA","25.9694444",,21,"30 / 35","40 / 50","60 / 60","40 / 40","40",1167,0.32017167,0.42954325,0.18270166,0.09425878,0.2193659,110.32952772859488,"sa3008002"
"Joe Gray Jr.","MIL","RF","A+","22.1444444",,18,"30 / 35","35 / 55","55 / 60","55 / 50","40",706,0.33994334,0.43918919,0.21283784,0.11898017,0.27195467,111.40261798110313,"sa3008005"
"Jordyn Adams","LAA","CF","A+","22.5444444",,6,"30 / 35","30 / 45","60 / 60","80 / 80","40+",911,0.33150384,0.35037406,0.10598503,0.10757409,0.28210757,96.22159726310745,"sa3008032"
"Josh Breaux","NYY","C","AA","24.575",,40,"30 / 40","30 / 55","70 / 70","30 / 30","35+",712,0.30477528,0.48249619,0.22374429,0.06320225,0.25140449,114.78874564246644,"sa3008051"
"Connor Scott","PIT","RF","AA","22.5722222",,43,"30 / 35","30 / 40","50 / 55","55 / 55","40",1167,0.31869078,0.38095238,0.12761905,0.08311911,0.22707798,99.01379907702841,"sa3008080"
"Cadyn Grenier","BAL","SS","AAA","25.5111111",,30,"30 / 35","35 / 45","50 / 50","70 / 70","40",1101,0.33667883,0.35897436,0.12927351,0.12079927,0.30063579,102.37846743606154,"sa3008140"
"Mike Siani","CIN","CF","AA","22.8",,24,"40 / 50","20 / 30","40 / 45","60 / 60","40",1144,0.3318662,0.34331337,0.09680638,0.0979021,0.21590909,94.21342998521949,"sa3008182"
"Ezequiel Tovar","COL","SS","AA","20.7583333",,4,"35 / 60","30 / 35","30 / 40","45 / 45","45",956,0.32835821,0.40423032,0.13278496,0.06799163,0.16631799,99.4987218844538,"sa3008239"
"Bo Naylor","CLE","C","AA","22.2027777",,28,"30 / 35","30 / 45","55 / 60","50 / 40","40",948,0.3107105,0.38480097,0.15802172,0.10654008,0.25738397,97.11312208786921,"sa3008247"
"Endy Rodriguez","PIT","C","A+","21.9944444",,7,"35 / 70","30 / 35","30 / 40","45 / 40","45+",700,0.38340486,0.48989899,0.2020202,0.12142857,0.17285714,140.0995352271169,"sa3008272"
"Brice Turang","MIL","SS","AAA","22.4527777",,5,"40 / 40","30 / 35","50 / 50","55 / 55","45",1252,0.36370903,0.3508937,0.09031045,0.13897764,0.17412141,106.29667444628915,"sa3008294"
"Ronny Simon","TBR","3B","A+","22.0472222",,47,"30 / 45","30 / 40","30 / 45","55 / 55","35+",714,0.35077793,0.46666667,0.20325204,0.10784314,0.19747899,118.37966303809179,"sa3008365"
"Curtis Mead","TBR","LF","AA","21.5222222",49,3,"35 / 60","30 / 50","50 / 55","45 / 40","50",639,0.36833856,0.50956522,0.2,0.07355243,0.14710485,137.26721328038968,"sa3008392"
"Nick Decker","BOS","RF","A+","22.5888888",,29,"30 / 40","35 / 50","55 / 60","50 / 45","40",511,0.35756385,0.45080092,0.18993135,0.12328767,0.28767123,127.71954821425695,"sa3008590"
"Diego Cartaya","LAD","C","A","20.6583333",38,0,"30 / 45","35 / 60","50 / 60","40 / 30","50",344,0.36918605,0.50167224,0.21404682,0.09883721,0.22965116,129.95143800733732,"sa3008742"
"Misael Urbina","MIN","LF","A","20.0194444",,15,"30 / 55","30 / 50","45 / 50","50 / 50","40+",656,0.32671756,0.33818182,0.11818182,0.11737805,0.14634146,87.49969840054173,"sa3008743"
"Noelvi Marte","SEA","SS","A+","20.55",13,0,"30 / 45","35 / 60","55 / 70","60 / 55","60",810,0.36790123,0.47875354,0.19263456,0.10987654,0.21234568,125.07262497209842,"sa3008745"
"Antonio Gomez","NYY","C","CPX","20.475",,10,"30 / 45","30 / 40","45 / 50","40 / 30","45+",241,0.36929461,0.42307692,0.15384615,0.12448133,0.2406639,119.4091129329323,"sa3008746"
"Jose De La Cruz","DET","RF","A","20.3361111",,33,"30 / 35","35 / 55","60 / 60","45 / 30","35+",594,0.32659933,0.41254753,0.16539924,0.07575758,0.34848485,100.57592140292616,"sa3008747"
"Alvin Guzman","ARI","CF","CPX","20.5388888",,23,"20 / 35","30 / 55","45 / 60","60 / 60","40",411,0.29512195,0.32142857,0.10164835,0.08272506,0.27737226,72.04950882007876,"sa3008748"
"Eduarqui Fernandez","MIL","RF","CPX","20.4555555",,30,"20 / 35","25 / 50","55 / 60","50 / 50","35+",455,0.30989011,0.37121212,0.15909091,0.10989011,0.34285714,88.35807685451412,"sa3008749"
"Eduardo Garcia","MIL","SS","A","19.8166666",,17,"20 / 30","25 / 45","45 / 55","40 / 40","40+",232,0.37068966,0.47,0.195,0.09482759,0.27586207,123.7566620725491,"sa3008751"
"Kevin Alcantara","CHC","CF","A","19.8111111",90,2,"20 / 40","20 / 60","50 / 70","55 / 50","50",312,0.35691318,0.45714286,0.16428572,0.08012821,0.23076923,120.67232370053239,"sa3008752"
"Alejandro Pie","TBR","3B","CPX","20.2611111",,53,"30 / 30","30 / 55","45 / 60","60 / 55","35+",387,0.33937824,0.31700288,0.04610951,0.04909561,0.24031008,88.26538250592812,"sa3008754"
"Luis Matos","SFG","CF","A+","20.2666666",36,2,"30 / 55","30 / 50","50 / 60","60 / 60","50",781,0.38796415,0.51994302,0.18803419,0.06145967,0.1177977,140.21215122448737,"sa3008756"
"Alexander Ramirez","LAA","RF","A","19.6805555",,21,"20 / 40","25 / 60","55 / 70","55 / 50","35+",412,0.32524272,0.39376771,0.1756374,0.1092233,0.34708738,95.4650902224127,"sa3008757"
"Juan Guerrero","COL","LF","A","20.65",,28,"35 / 55","30 / 40","40 / 45","40 / 40","35+",392,0.39018088,0.44837758,0.12979351,0.09438776,0.14030612,128.20962998057453,"sa3008759"
"Warming Bernabel","COL","3B","A","19.9111111",,7,"35 / 55","35 / 50","45 / 50","40 / 40","45",421,0.33966746,0.44173442,0.16531166,0.06650831,0.13064133,107.65685942171729,"sa3008761"
"Angel Martinez","CLE","SS","A+","20.2833333",,10,"30 / 50","30 / 35","45 / 50","60 / 60","45",685,0.35043988,0.39899833,0.13355593,0.10510949,0.17080292,108.05480639705378,"sa3008762"
"Dayan Frias","CLE","SS","A","19.8583333",,14,"35 / 55","30 / 40","35 / 45","45 / 50","45",365,0.40220386,0.41258741,0.13986014,0.17534247,0.17260274,123.19078748067386,"sa3008768"
"Naysbel Marcano","BOS","C","CPX","19.9472222",,44,"20 / 45","20 / 40","45 / 50","20 / 20","35+",223,0.32286996,0.36633663,0.10396039,0.06278027,0.24663677,91.98849144614549,"sa3008804"
"Bryan Gonzalez","BOS","RF","CPX","20.6277777",,49,"20 / 45","25 / 55","50 / 60","40 / 30","35+",454,0.33480176,0.41878173,0.17512691,0.10792952,0.28854626,105.73802469460168,"sa3008805"
"Mishael Deson","BAL","LF","A","19.825",,21,"25 / 60","20 / 50","40 / 55","45 / 30","40",425,0.34123223,0.375,0.09574468,0.08941176,0.17882353,98.1966370307586,"sa3008828"
"Brainer Bonaci","BOS","3B","A","19.8194444",,20,"25 / 55","20 / 40","45 / 50","40 / 30","40",476,0.34736842,0.39088729,0.12709832,0.0987395,0.17857143,104.62905982437859,"sa3008836"
"Alexander Vargas","NYY","SS","A","20.5138888",96,5,"30 / 55","30 / 45","35 / 50","60 / 60","50",391,0.33503836,0.3819242,0.13119534,0.0971867,0.17391304,100.10596058458488,"sa3008851"
"Gabriel Martinez","TOR","RF","A","20.7777777",,28,"35 / 50","30 / 50","45 / 50","45 / 45","35+",383,0.36220472,0.36923077,0.09846154,0.11227154,0.12532637,106.33577531218107,"sa3008865"
"Brayan Buelvas","OAK","CF","A+","19.9055555",,11,"25 / 60","20 / 40","40 / 45","60 / 55","45",666,0.33333333,0.42735043,0.18290599,0.1006006,0.23273273,102.73129667913888,"sa3008868"
"Euribiel Angeles","OAK","3B","A+","19.9805555",,24,"25 / 55","20 / 45","40 / 45","50 / 50","40",689,0.38248175,0.42504119,0.10378913,0.07982583,0.13933237,119.22842813333,"sa3008877"
"Maikol Escotto","PIT","2B","A+","19.9166666",,18,"20 / 45","25 / 55","50 / 60","50 / 50","40+",599,0.3812709,0.42115768,0.15768463,0.14357262,0.28881469,124.6435367000593,"sa3008878"
"Marcos Cabrera","NYY","3B","A","20.5666666",,30,"30 / 40","35 / 55","45 / 55","45 / 40","35+",382,0.38219895,0.43729904,0.18971062,0.15706806,0.21204188,126.37059802782667,"sa3008890"
"Dariel Lopez","PIT","3B","A+","20.2416666",,19,"35 / 50","30 / 60","50 / 60","40 / 40","40+",604,0.36092715,0.42234848,0.13825757,0.0910596,0.22019868,115.9938061485391,"sa3008901"
"Rodolfo Nolasco","PIT","RF","A","20.6138888",,20,"30 / 50","35 / 60","50 / 60","50 / 40","40+",389,0.38817481,0.5045045,0.21021021,0.10796915,0.17737789,140.24791839084506,"sa3008907"
"Natanael Santana","LAA","RF","CPX","20.7694444",,22,"30 / 35","30 / 55","55 / 70","60 / 60","35+",410,0.36097561,0.36521739,0.11594203,0.1097561,0.33170732,104.73570144600555,"sa3008950"
"Eduardo Lopez","BOS","CF","A","19.9888888",,33,"25 / 55","20 / 40","40 / 50","55 / 55","35+",302,0.37086093,0.3452381,0.0952381,0.15231788,0.17549669,107.84475469940315,"sa3009275"
"Elly De La Cruz","CIN","SS","A+","20.3138888",60,3,"30 / 40","35 / 60","60 / 80","70 / 70","50",451,0.34222222,0.47572816,0.18446602,0.06208426,0.27716186,118.53179515656211,"sa3009289"
"Eddinson Paulino","BOS","SS","A","19.8388888",,34,"25 / 55","20 / 35","30 / 40","50 / 50","35+",261,0.41538462,0.46606335,0.15384616,0.12643678,0.16858238,142.1369288644017,"sa3009538"
"Yohendrick Pinango","CHC","LF","A+","19.9916666",,27,"25 / 60","20 / 40","50 / 55","55 / 50","40",730,0.36438356,0.397882,0.09228442,0.07945205,0.12191781,112.30170405530625,"sa3009539"
"Juan Brito","COL","2B","A","20.6111111",,18,"35 / 60","30 / 40","40 / 45","35 / 35","40",249,0.40408163,0.46568627,0.15196078,0.12449799,0.14457831,135.62255302267465,"sa3009808"
"Sergio Campana","PIT","CF","A","20.0972222",,39,"20 / 40","20 / 45","45 / 50","80 / 80","40",496,0.33805668,0.33333333,0.09692671,0.10685484,0.28427419,90.71980757337225,"sa3009834"
"Austin Shenton","TBR","3B","AA","24.2833333",,33,"40 / 45","30 / 50","55 / 55","30 / 30","40",598,0.38963211,0.53411306,0.23781676,0.11036789,0.21906355,151.8074683161365,"sa3009869"
"Will Wilson","SFG","2B","AA","23.7861111",,19,"35 / 40","40 / 45","50 / 50","40 / 40","40",649,0.31587057,0.4137931,0.17586207,0.09244992,0.2835131,95.25335645858362,"sa3009871"
"Tanner Morris","TOR","LF","AA","24.6583333",,29,"35 / 55","30 / 40","50 / 50","40 / 40","35+",764,0.38239159,0.37990581,0.10989011,0.14005236,0.19109948,116.79231857973555,"sa3009873"
"Cameron Eden","TOR","CF","A+","24.0944444",,35,"30 / 45","30 / 35","40 / 40","60 / 60","35+",458,0.33479212,0.33753149,0.093199,0.09825328,0.23144105,92.54263565966549,"sa3009883"
"Joseph Ortiz","BAL","SS","AA","23.8055555",,24,"40 / 45","30 / 35","40 / 40","55 / 55","40",384,0.34816754,0.34138973,0.09063444,0.11979167,0.1796875,105.06615053380301,"sa3009889"
"Brenton Doyle","COL","CF","AA","23.9722222",,9,"30 / 40","30 / 55","60 / 60","60 / 60","45",639,0.38304553,0.50350877,0.19122807,0.09546166,0.28325509,135.33646046475377,"sa3009965"
"Aaron Bracho","CLE","2B","A+","21.0277777",,36,"30 / 35","35 / 50","60 / 60","40 / 40","35+",448,0.31919643,0.3962766,0.18351064,0.13392857,0.26339286,95.98943264456909,"sa3010018"
"Marco Luciano","SFG","SS","A+","20.5694444",19,1,"30 / 55","30 / 60","60 / 70","50 / 45","55",669,0.367713,0.5,0.228223,0.11958146,0.24962631,128.50566212657134,"sa3010022"
"Jairo Pomares","SFG","RF","A+","21.75",,10,"30 / 45","35 / 50","50 / 55","55 / 50","45",557,0.37163375,0.56116505,0.23106796,0.04847397,0.23339318,142.65070440682283,"sa3010023"
"Bryan Ramos","CHW","3B","A+","20.1444444",,1,"35 / 50","35 / 55","50 / 60","50 / 45","45+",722,0.34764543,0.41518578,0.16155089,0.09695291,0.2132964,109.45180588909756,"sa3010024"
"Korey Lee","HOU","C","AAA","23.775",99,0,"30 / 35","30 / 45","55 / 55","50 / 50","50",621,0.34782609,0.41048825,0.13743219,0.09500805,0.1884058,112.60267465374902,"sa3010034"
"James Beard","CHW","CF","A","21.6111111",,26,"30 / 35","30 / 35","40 / 45","80 / 80","35+",411,0.29512195,0.29362881,0.09418283,0.10948905,0.39172749,68.45021227403475,"sa3010038"
"Greg Jones","TBR","CF","AA","24.1583333",80,5,"30 / 45","30 / 50","50 / 55","70 / 70","50",535,0.38504673,0.47311828,0.17634409,0.10280374,0.28411215,142.6534773408484,"sa3010151"
"Blake Sabol","PIT","C","AA","24.325",,57,"30 / 40","30 / 40","50 / 50","30 / 30","35+",534,0.38014981,0.45916115,0.17880795,0.13670412,0.27153558,136.55669984343055,"sa3010269"
"Jared Triolo","PIT","3B","AA","24.2388888",,27,"30 / 50","30 / 45","50 / 50","45 / 45","40",737,0.34965986,0.44732824,0.16641221,0.0936228,0.19402985,121.43406907195899,"sa3010272"
"Shea Langeliers","OAK","C","AAA","24.4611111",72,2,"40 / 50","40 / 50","55 / 55","35 / 30","50",623,0.32744783,0.4352518,0.17985612,0.08988764,0.25361156,113.77300652537447,"sa3010329"
"Michael Toglia","COL","1B","AA","23.7166666",,30,"30 / 35","45 / 50","60 / 60","30 / 30","35+",675,0.34222222,0.45438596,0.22105263,0.13777778,0.27703704,116.84909145022367,"sa3010393"
"Andre Lipcius","DET","3B","AA","23.95",,32,"35 / 55","30 / 40","50 / 50","45 / 45","35+",766,0.32941176,0.38404727,0.12998523,0.10182768,0.20234987,101.0617433935718,"sa3010401"
"Spencer Steer","MIN","2B","AA","24.4083333",,16,"40 / 50","40 / 45","50 / 50","50 / 45","40+",784,0.3622449,0.46176912,0.19790105,0.11352041,0.17602041,126.33907663747485,"sa3010586"
"Ryan Kreidler","DET","SS","AAA","24.4777777",,11,"35 / 45","40 / 50","50 / 50","50 / 50","40+",807,0.33581165,0.42112676,0.16338028,0.09417596,0.27137546,112.42779705740699,"sa3010587"
"Corbin Carroll","ARI","CF","AA","21.7027777",14,1,"55 / 70","30 / 50","45 / 50","70 / 70","60",215,0.42790698,0.54237288,0.2259887,0.1627907,0.22325581,161.42298347522112,"sa3010593"
"Orelvis Martinez","TOR","3B","AA","20.4583333",33,2,"30 / 45","35 / 60","50 / 60","45 / 40","55",614,0.34697218,0.54934823,0.2849162,0.09283388,0.23127036,139.07407567730385,"sa3010692"
"Riley Greene","DET","RF","AAA","21.6",6,2,"45 / 60","45 / 60","55 / 60","40 / 40","60",809,0.37453646,0.49291785,0.20113315,0.10506799,0.26699629,139.36915225152248,"sa3010694"
"Sammy Siani","PIT","LF","A+","21.3888888",,42,"30 / 40","30 / 45","45 / 50","55 / 55","40",422,0.37440758,0.35735736,0.13213213,0.18483412,0.2464455,112.43954785815781,"sa3010704"
"Keoni Cavaco","MIN","3B","A","20.9222222",,17,"30 / 35","35 / 55","55 / 60","60 / 60","40+",362,0.27624309,0.28915663,0.07228916,0.06353591,0.35082873,59.805946933538266,"sa3010706"
"Chase Strumpf","CHC","3B","AA","24.1555555",,32,"40 / 55","30 / 40","50 / 50","50 / 50","40",492,0.3597561,0.38709677,0.15136476,0.13821138,0.25203252,114.44711137195785,"sa3010845"
"Francisco Alvarez","NYM","C","AA","20.4583333",7,0,"40 / 50","45 / 60","70 / 70","45 / 30","60",582,0.39347079,0.5392562,0.25413223,0.13058419,0.21649485,150.05298800280653,"sa3010862"
"Junior Sanquintin","CLE","3B","CPX","20.3222222",,43,"30 / 40","30 / 40","50 / 55","40 / 40","35+",404,0.31188119,0.41369863,0.16438356,0.07425743,0.27227723,93.72440377259484,"sa3010863"
"Anthony Volpe","NYY","SS","AA","21.0166666",12,1,"35 / 60","35 / 60","55 / 55","50 / 50","60",663,0.40634441,0.5478424,0.27204503,0.15233786,0.20965309,154.86002162990994,"sa3010868"
"Brett Baty","NYM","3B","AA","22.475",65,0,"40 / 55","40 / 50","65 / 70","45 / 40","50",613,0.37683524,0.46538462,0.19423077,0.13213703,0.26590538,131.69159716078082,"sa3010869"
"Hudson Head","PIT","CF","A+","21.0722222",,41,"30 / 40","30 / 45","45 / 50","60 / 60","40",575,0.36695652,0.39957265,0.16880342,0.14434783,0.28869565,114.17986288563773,"sa3010889"
"Will Holland","MIN","2B","A+","24.0444444",,32,"30 / 35","30 / 40","50 / 50","70 / 70","35+",444,0.32352941,0.39257294,0.18567639,0.10585586,0.32207207,99.08633290701526,"sa3011204"
"Tyler Fitzgerald","SFG","SS","AA","24.6361111",,38,"30 / 45","30 / 40","45 / 50","55 / 50","35+",646,0.34735202,0.46208113,0.1957672,0.09597523,0.27863777,119.96228453242838,"sa3011257"
"Zach Watson","BAL","CF","AA","24.8583333",,28,"30 / 30","30 / 40","60 / 60","70 / 70","40",567,0.29432624,0.45930233,0.21705427,0.05643739,0.2680776,103.48863156499124,"sa3011258"
"Darell Hernaiz","BAL","SS","A","20.7527777",,19,"30 / 50","30 / 45","45 / 55","50 / 45","40",526,0.34095238,0.35881104,0.08492569,0.08555133,0.18250951,97.65919906299123,"sa3011309"
"Hunter Bishop","SFG","LF","A+","23.8583333",,8,"30 / 40","35 / 55","70 / 70","55 / 55","45",202,0.3960396,0.35333333,0.15333333,0.22772277,0.2970297,121.77002908239623,"sa3011413"
"Marcus Lee Sang","PHI","RF","A","21.3388888",,42,"20 / 45","25 / 50","45 / 50","55 / 50","35+",271,0.30258303,0.38617886,0.14634146,0.08118081,0.28782288,88.24891907505653,"sa3011445"
"Jamari Baylor","PHI","2B","A","21.7472222",,26,"30 / 40","30 / 45","50 / 55","55 / 55","35+",181,0.37016575,0.44871795,0.17948718,0.11049724,0.34254144,121.50727039774188,"sa3011446"
"Cameron Cannon","BOS","2B","AA","24.55",,26,"35 / 55","30 / 40","50 / 50","45 / 40","40",625,0.3168,0.40521739,0.14608696,0.0544,0.1504,101.71261998081029,"sa3011467"
"Josh Jung","TEX","3B","AAA","24.2277777",16,0,"45 / 55","50 / 60","60 / 60","40 / 40","60",540,0.39444444,0.5376569,0.21548117,0.09074074,0.2,147.1280086134187,"sa3011468"
"Yolbert Sanchez","CHW","SS","AAA","25.1694444",,18,"30 / 45","30 / 35","45 / 45","60 / 60","40",521,0.36007828,0.42462845,0.11889597,0.07293666,0.11708253,116.70833685564833,"sa3011471"
"Gunnar Henderson","BAL","3B","AA","20.8472222",68,5,"35 / 50","40 / 55","50 / 55","50 / 40","50",584,0.34589041,0.45364892,0.19526628,0.11472603,0.29280822,116.8773691349382,"sa3011484"
"Michael Busch","LAD","2B","AA","24.4861111",82,0,"50 / 55","45 / 55","60 / 60","50 / 45","50",530,0.38490566,0.46420323,0.20554272,0.14528302,0.25283019,130.64111313982346,"sa3011540"
"Jadiel Sanchez","PHI","RF","A","20.9833333",,30,"30 / 50","30 / 40","35 / 45","50 / 50","35+",148,0.31756757,0.35338346,0.10526316,0.08783784,0.18918919,88.09055597408958,"sa3011629"
"Adley Rutschman","BAL","C","AA","24.2444444",1,1,"45 / 60","45 / 55","60 / 60","40 / 30","70",698,0.38649425,0.48453608,0.20618556,0.14183381,0.16762178,140.47535483084243,"sa3011643"
"Kameron Misner","TBR","CF","AA","24.3222222",,11,"30 / 40","40 / 50","60 / 60","60 / 60","45",658,0.36474164,0.41218638,0.15412186,0.13221884,0.27051672,120.5867638629526,"sa3011656"
"Josh H. Smith","TEX","2B","AAA","24.7416666",92,0,"30 / 50","30 / 45","50 / 50","50 / 50","50",492,0.43469388,0.51879699,0.20551378,0.13821138,0.16056911,164.9319275908152,"sa3011703"
"Kyren Paris","LAA","2B","A+","20.4805555",,10,"35 / 55","30 / 30","40 / 45","70 / 70","40",219,0.39269406,0.45604396,0.18681319,0.15068493,0.31050228,127.95084046960787,"sa3011768"
"Willy Vasquez","TBR","CF","A","20.6611111",,13,"35 / 60","30 / 45","55 / 60","55 / 50","45",219,0.37899543,0.42105263,0.11578947,0.09589041,0.14155251,117.75402930818336,"sa3011821"
"Trei Cruz","DET","2B","A+","23.8305555",,14,"30 / 50","30 / 40","40 / 40","50 / 50","40",265,0.33840304,0.26829268,0.10731707,0.20754717,0.26415094,81.93901705518718,"sa3014420"
"Baron Radcliff","PHI","1B","A+","23.2361111",,39,"30 / 40","35 / 55","70 / 70","30 / 30","35+",334,0.37125749,0.37743191,0.18287938,0.21257485,0.33532934,112.57230401716737,"sa3014424"
"Alika Williams","TBR","SS","A+","23.1444444",,27,"35 / 55","20 / 30","35 / 40","60 / 60","40",338,0.3115727,0.37459283,0.10749185,0.05621302,0.16568047,85.57447218974706,"sa3014427"
"David Hamilton","BOS","SS","AA","24.5972222",,15,"35 / 50","30 / 35","40 / 40","60 / 60","40+",459,0.34135667,0.41935484,0.16129032,0.10893246,0.19607843,110.36262106470505,"sa3014434"
"Alerick Soularie","MIN","2B","A+","22.8305555",,21,"30 / 45","35 / 50","50 / 55","55 / 55","40",150,0.36666667,0.36,0.12,0.15333333,0.24666667,106.25023666324974,"sa3014436"
"Garrett Mitchell","MIL","CF","AA","23.6666666",,4,"35 / 50","30 / 45","60 / 60","70 / 70","45+",268,0.3880597,0.41176471,0.15384616,0.17164179,0.26492537,126.13097682511756,"sa3014438"
"Austin Wells","NYY","RF","A+","22.8111111",,16,"35 / 50","35 / 55","55 / 55","40 / 40","40+",469,0.3901919,0.47643979,0.21204188,0.15138593,0.24946695,135.49478592818429,"sa3014440"
"Gage Workman","DET","SS","AA","22.5277777",,12,"30 / 35","30 / 50","50 / 55","50 / 50","40+",513,0.32617188,0.43362832,0.1880531,0.10331384,0.30604288,105.90341419208409,"sa3014441"
"Patrick Bailey","SFG","C","A+","22.9305555",79,4,"35 / 60","30 / 40","50 / 50","30 / 30","50",369,0.36585366,0.42902208,0.16403785,0.1300813,0.24661247,112.9455342509142,"sa3014442"
"Edouard Julien","MIN","LF","AA","23.0111111",,18,"30 / 40","35 / 50","55 / 55","40 / 40","40",514,0.43385214,0.47969543,0.21319797,0.21400778,0.28015564,154.05337439339831,"sa3014445"
"Hudson Haskin","BAL","CF","AA","23.3444444",,27,"35 / 55","30 / 40","50 / 50","60 / 60","40",363,0.38055556,0.40584416,0.12987013,0.08815427,0.21487603,120.42525181163549,"sa3014449"
"Daniel Cabrera","DET","LF","AA","23.6638888",,28,"40 / 45","30 / 45","50 / 50","40 / 40","40",493,0.28513238,0.39198218,0.16035634,0.07099391,0.22920892,82.3002925887017,"sa3014452"
"Austin Martin","MIN","CF","AA","23.1138888",57,1,"50 / 60","30 / 40","45 / 45","50 / 50","50",418,0.4138756,0.38181818,0.11212121,0.14354067,0.19856459,127.95208525590081,"sa3014454"
"Pete Crow-Armstrong","CHC","CF","A","20.1083333",,7,"20 / 40","20 / 45","45 / 50","60 / 60","45+",32,0.5625,0.5,0.08333333,0.21875,0.1875,203.41282395230436,"sa3014458"
"Isaiah Greene","CLE","CF","A","20.6805555",,19,"30 / 40","30 / 50","45 / 60","60 / 60","40+",191,0.42105263,0.36842105,0.07894737,0.18324607,0.21989529,120.20873755494428,"sa3014460"
"Petey Halpin","CLE","CF","A+","19.9388888",,13,"35 / 60","30 / 40","35 / 45","60 / 60","45",246,0.36326531,0.42533937,0.13122172,0.08536585,0.20325203,116.81561368603796,"sa3014461"
"Jordan Walker","STL","3B","AA","19.95",18,0,"25 / 50","25 / 70","60 / 80","40 / 30","55",366,0.38797814,0.54769231,0.23076923,0.09016393,0.23770492,151.31096265026352,"sa3014464"
