Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Yeury Tatiz","SEA","SIRP","A","21.8972222",,24,"50 / 55","50 / 55","","30 / 40","30 / 40","35+",58,0.16027875,0.08013937,0.53807107,8.379310344827585,6.033075802002488,"sa3005812"
"Jorge Juan","OAK","SP","A+","23.6083333",,23,"60 / 65","55 / 60","","40 / 45","30 / 50","40",20.2,0.33333333,0.10714286,0.29545455,3.9193542358407303,4.217792305389815,"sa3005826"
"Justin Martinez","ARI","MIRP","AAA","21.2083333",,36,"55 / 65","45 / 50","","40 / 50","30 / 40","35+",38,0.36686391,0.13017751,0.42666667,3.3157894736842106,3.5128323960883163,"sa3005864"
"Nicoly Pina","PHI","SIRP","A","23.0194444",,38,"55 / 60","45 / 55","","","30 / 40","35+",17,0.29885057,0.24137931,0.37142857,5.823529370928306,6.200876619705319,"sa3005875"
"Kelvin Caceres","LAA","SIRP","A","22.7194444",,40,"70 / 70","","40 / 60","","20 / 30","35+",77.1,0.34411765,0.15882353,0.47712418,3.8405174939726137,4.624219266789093,"sa3005876"
"Emilio Marquez","KCR","MIRP","AA","24.4638888",,41,"40 / 45","","50 / 50","45 / 50","45 / 50","35+",76.1,0.27725857,0.07788162,0.28078818,3.7729260155907522,4.361678913339573,"sa3006145"
"Freddy Pacheco","STL","SIRP","AAA","24.4944444",,15,"70 / 70","55 / 60","","","30 / 40","40",62,0.336,0.112,0.328125,3.048387002994568,4.207905651574566,"sa3006164"
"Ivan Armstrong","LAA","MIRP","A+","22.2166666",,44,"55 / 60","50 / 55","","","35 / 40","35+",33,0.28467153,0.08029197,0.5625,3.272727272727273,4.040076795130065,"sa3006358"
"Randy Rodriguez","SFG","SIRP","AAA","23.1111111",,29,"60 / 60","60 / 60","","40 / 45","40 / 40","40",66.2,0.32659933,0.14478114,0.26950355,4.4549996601104995,4.879501073664141,"sa3006366"
"Jose A. Ferrer","WSN","SIRP","AA","22.6166666",,33,"55 / 55","45 / 50","","50 / 55","35 / 55","35+",65.1,0.3046875,0.04296875,0.49375,2.479591523046982,2.917364056011385,"sa3006373"
"Victor Munoz","TBR","SP","A+","21.8055555",,44,"45 / 50","","45 / 50","45 / 50","35 / 50","35+",74.2,0.15740741,0.05864198,0.48760331,4.459821124770224,4.764724639590414,"sa3006381"
"Jose Cruz","SFG","SIRP","A","22.4083333",,46,"55 / 60","","","50 / 60","30 / 40","35+",52.1,0.42574257,0.11386139,0.55172414,2.063694468085851,3.16854755948817,"sa3006383"
"Joseph Hernandez","SEA","SP","A","22.3333333",,13,"45 / 50","60 / 70","","45 / 50","30 / 45","40",116.2,0.29423868,0.11111111,0.42307692,3.394286010243967,4.984008350414544,"sa3006385"
"Carlos Duran","LAD","SIRP","A+","21.2083333",,18,"60 / 60","60 / 70","","40 / 45","30 / 40","40+",49.2,0.32093023,0.11162791,0.39130435,4.167784808084904,3.505014430759295,"sa3006404"
"Inohan Paniagua","STL","SP","A+","22.6916666",,18,"35 / 40","","55 / 60","40 / 50","35 / 60","40",137.2,0.25754885,0.06927176,0.40509915,2.811137910666924,3.946724693849368,"sa3006417"
"Jose Salvador","LAA","SIRP","A+","23.0666666",,41,"45 / 55","","50 / 50","30 / 35","35 / 40","35+",118,0.29514563,0.08737864,0.38688525,3.8135598151720744,4.000975560794602,"sa3006482"
"Eddy Yean","PIT","SP","A+","21.3055555",,56,"50 / 60","50 / 55","","45 / 50","25 / 50","35+",53.1,0.23809524,0.11507937,0.51948052,6.750000643730225,4.3782639852969485,"sa3006543"
"Brayan Castillo","COL","SP","A","22.0944444",,21,"50 / 55","45 / 50","","40 / 50","35 / 50","40",99.1,0.19646799,0.11258278,0.4779661,5.617449952065382,5.377182273344507,"sa3006544"
"Cole Uvila","BAL","SIRP","AAA","28.7083333",,46,"55 / 55","","50 / 50","55 / 55","30 / 40","35+",44,0.22959184,0.1377551,0.41880342,3.477272727272727,5.0696343715895305,"sa3006804"
"Connor Higgins","LAA","SIRP","-1","26.2333333",,43,"60 / 60","45 / 50","","","30 / 35","35+",16.2,0.17525773,0.22680412,0.53703704,11.880004701806975,6.883516479769448,"sa3006808"
"Chris Muller","TBR","SIRP","AAA","26.4805555",,55,"55 / 55","50 / 50","","","30 / 35","35+",58.2,0.28089888,0.12734082,0.41558442,4.909090483484226,4.257582647290451,"sa3006811"
"Julio Robaina","HOU","MIRP","AA","21.5611111",,34,"40 / 40","50 / 50","45 / 45","55 / 60","40 / 45","35+",80.2,0.21483376,0.15601023,0.4612069,6.805785982215312,5.6801027191870315,"sa3006817"
"Keaton Winn","SFG","MIRP","AA","24.6527777",,9,"55 / 55","45 / 50","","","40 / 40","40+",108,0.27114967,0.06941432,0.52413793,4.083333261219073,3.7535267116815816,"sa3006968"
"Omar Cruz","PIT","SP","AA","23.7194444",,51,"30 / 35","","45 / 45","55 / 60","50 / 60","35+",62.2,0.24295775,0.09859155,0.36416185,5.026595336703415,5.058751161363672,"sa3006971"
"Jonathan Bowlan","KCR","SP","AA","25.8722222",,6,"50 / 55","50 / 55","","40 / 45","50 / 60","40+",62.1,0.21305842,0.07560137,0.41708543,5.91978639815766,5.01569451847959,"sa3006973"
"Tanner Dodson","LAD","SIRP","AA","25.4333333",,47,"55 / 60","55 / 55","","45 / 45","40 / 40","35+",36,0.16489362,0.20212766,0.64545455,8.250000409781952,6.562802242163698,"sa3007008"
"PJ Poulin","COL","SIRP","AAA","26.2222222",,37,"50 / 50","50 / 50","",,"55 / 60","35+",60.2,0.29588015,0.09363296,0.43421053,4.153845805589797,3.7355277217651612,"sa3007223"
"Clayton Andrews","MIL","SIRP","AA","25.7805555",,38,"30 / 30","45 / 45","","55 / 60","40 / 50","35+",10.1,0.42222222,0.15555556,0.72222222,7.838712088896256,2.6664078055973,"sa3007226"
"Kai-Wei Teng","SFG","MIRP","AA","23.8722222",,55,"45 / 45","55 / 55","45 / 45","40 / 40","45 / 50","35+",136.1,0.27214171,0.13687601,0.46176471,5.215158535075775,4.4974354770169755,"sa3007229"
"Joey Murray","TOR","MIRP","AA","26.0611111",,21,"50 / 50","50 / 55","50 / 50","40 / 45","40 / 45","40",20.2,0.24731183,0.13978495,0.39622642,7.838708471681461,5.385421844865496,"sa3007234"
"Andrew Politi","BOS","SIRP","AAA","26.3638888",,40,"55 / 55","50 / 55","","45 / 50","30 / 40","35+",69.1,0.30181818,0.08,0.45679012,2.3365385686681166,3.7247741383331037,"sa3007243"
"Shawn Dubin","HOU","SIRP","AAA","27.1083333",,15,"65 / 65","60 / 60","50 / 50","","30 / 30","40",60.1,0.31906615,0.12451362,0.47857143,4.6243097821070025,3.916917170395151,"sa3007248"
"Carlos Vargas","CLE","SIRP","AAA","23.0055555",,42,"60 / 65","55 / 60","","35 / 45","30 / 40","35+",34.1,0.24666667,0.11333333,0.61290323,3.669903252416745,4.1291474554525,"sa3007467"
"Josh Dye","KCR","MIRP","AAA","26.0861111",,14,"30 / 30","55 / 60","","55 / 55","55 / 60","40+",62.1,0.21641791,0.05970149,0.46560847,4.4759361941035625,4.254182391152485,"sa3007485"
"Ryan Walker","SFG","SIRP","AAA","26.8861111",,47,"55 / 55","50 / 55","","","30 / 35","35+",53,0.26859504,0.11157025,0.52173913,3.735848922159126,4.241546214470888,"sa3007594"
"Sean Boyle","NYY","SP","AAA","25.9611111",,20,"40 / 40","55 / 55","","40 / 45","55 / 60","40",155.1,0.25396825,0.05396825,0.45454545,3.7081546278582604,3.78233746365968,"sa3007618"
"Kevin Smith","BAL","SP","AA","25.4222222",,45,"40 / 40","55 / 55","","45 / 50","45 / 50","35+",48.1,0.19909502,0.15384615,0.47445255,4.655172903671044,5.563809729600793,"sa3007710"
"James McArthur","PHI","SIRP","AA","25.8444444",,15,"50 / 55","","50 / 55","40 / 40","40 / 45","40",57,0.25,0.1,0.42592593,5.052631578947368,4.452340626298335,"sa3007715"
"Josh Roberson","TBR","SIRP","AA","26.425",,50,"50 / 55","55 / 60","","40 / 45","40 / 45","35+",37.2,0.25,0.16489362,0.42990654,7.168140942586079,5.098987833182717,"sa3007721"
"Aiden McIntyre","OAK","SIRP","-1","27.1333333",,40,"55 / 65","40 / 45","","45 / 55","30 / 40","35+",7.2,0.25,0.125,0.33333333,8.217387897081833,5.144178771786147,"sa3007733"
"Austin Cox","KCR","MIRP","AAA","25.5472222",,50,"45 / 45","50 / 50","50 / 50","50 / 55","30 / 40","35+",147.1,0.16203704,0.07716049,0.37526205,4.214931835679838,5.489975066805758,"sa3007777"
"Ryan Weiss","ARI","MIRP","AAA","25.8472222",,43,"50 / 55","55 / 55","40 / 40","40 / 40","50 / 50","35+",62.1,0.20415225,0.08304498,0.36683417,6.930480364465512,4.802793005249131,"sa3007778"
"Gus Varland","LAD","MIRP","AA","25.9416666",,34,"50 / 55","50 / 55","","45 / 45","40 / 50","40",70.2,0.26234568,0.11419753,0.390625,6.113208427171301,5.00345975140354,"sa3007779"
"Jackson Rees","TOR","SIRP","AAA","28.2083333",,36,"50 / 50","","70 / 70","","30 / 30","35+",16.1,0.31884058,0.08695652,0.61538462,3.3061230924417715,2.5217673783834496,"sa3007818"
"Taj Bradley","TBR","SP","AAA","21.5694444",28,2,"60 / 65","40 / 45","","30 / 45","30 / 45","55",133.1,0.26503759,0.06203008,0.3583815,2.5650000978469887,4.1483485713462525,"sa3007839"
"Drew Rom","BAL","SP","AAA","22.8333333",,15,"40 / 50","50 / 55","","","45 / 55","40+",120,0.27118644,0.08851224,0.44072948,4.425,3.865925346433869,"sa3007848"
"Dominic Pipkin","PHI","SIRP","A+","22.9444444",,32,"50 / 60","40 / 45","40 / 45","45 / 55","35 / 50","35+",73.2,0.19104478,0.15223881,0.43902439,5.009050465448366,6.157574069975467,"sa3007896"
"Randy Vasquez","NYY","MIRP","AA","23.95",,18,"50 / 50","","70 / 70","40 / 45","40 / 45","40+",115.1,0.24193548,0.08266129,0.48253968,3.9017342761148566,4.097630652295493,"sa3007933"
"Durbin Feltman","BOS","SIRP","AAA","25.4916666",,54,"55 / 55","55 / 55","45 / 50","","35 / 40","35+",48.1,0.25225225,0.10810811,0.37226277,7.634483562020512,4.795093983448297,"sa3007959"
"Anderson Paulino","KCR","SIRP","A+","24.0916666",,43,"60 / 60","50 / 55","","","40 / 40","35+",64.2,0.19354839,0.07168459,0.63265306,4.592784227632224,3.7134097262939236,"sa3007991"
"Julio Rodriguez","SFG","SIRP","A","22.6805555",,43,"55 / 60","","60 / 60","","30 / 40","35+",47.2,0.27510917,0.14847162,0.53968254,4.342656879274928,4.995303844872834,"sa3007992"
"Chris Vallimont","BAL","MIRP","AAA","25.575",,31,"50 / 55","50 / 55","45 / 50","40 / 45","30 / 40","40",104,0.22198732,0.10570825,0.32441472,5.625,5.523368671135261,"sa3008026"
"Antonio Jimenez","TBR","SP","A","21.4416666",,34,"45 / 55","55 / 60","","40 / 50","30 / 50","40",108.1,0.26565875,0.11015119,0.45323741,3.7384617139827654,4.15505633094117,"sa3008074"
"Thad Ward","BOS","MIRP","AA","25.7472222",,15,"45 / 50","50 / 55","45 / 45","40 / 45","40 / 45","40+",51.1,0.30985915,0.08920188,0.52941176,2.2792210050529387,3.4465233332821414,"sa3008098"
"Grayson Rodriguez","BAL","SP","AAA","22.9138888",7,2,"70 / 70","70 / 70","60 / 60","70 / 80","40 / 50","60",75.2,0.36577181,0.09395973,0.41772152,2.6167404440193844,2.9098217022315147,"sa3008130"
"Abner Uribe","MIL","SIRP","AA","22.3194444",,14,"70 / 70","60 / 70","","","20 / 35","40+",3,0.26666667,0.26666667,0.71428571,0,5.975765220324199,"sa3008177"
"Jake Irvin","WSN","SP","AA","25.6583333",,14,"50 / 50","55 / 60","","40 / 50","50 / 60","40",103.1,0.25235849,0.06603774,0.41935484,3.8322582531471623,4.078102408374986,"sa3008223"
"Blake Rivera","SFG","SIRP","AA","24.7666666",,53,"55 / 55","","60 / 60","","40 / 40","35+",46.2,0.24615385,0.11794872,0.53982301,2.699999705723386,3.9917991854617223,"sa3008261"
"J.P. France","HOU","MIRP","AAA","27.5305555",,33,"45 / 45","50 / 50","50 / 50","40 / 40","50 / 50","35+",110.2,0.28333333,0.10625,0.33566434,3.9036148166532234,5.066099807231063,"sa3008310"
"Lenny Torres","CLE","SP","A+","22",,31,"45 / 45","50 / 50","","45 / 55","40 / 50","40",33.1,0.22289157,0.1746988,0.36170213,6.480000646948879,5.795686504680523,"sa3008329"
"Rafael Marcano","PHI","SIRP","A+","22.4861111",,31,"50 / 55","","55 / 55","30 / 35","30 / 50","35+",64.2,0.24745763,0.10508475,0.39226519,5.149485194248588,4.280479352824787,"sa3008330"
"Kohl Franklin","CHC","SP","A+","23.1",,30,"45 / 50","","50 / 55","55 / 60","35 / 50","40",69.1,0.23148148,0.12654321,0.37435897,6.879808197007414,4.975267802408959,"sa3008335"
"Gustavo J. Rodriguez","STL","SIRP","A","21.7694444",,21,"55 / 60","","45 / 50","30 / 45","20 / 45","35+",57.2,0.2832618,0.11158798,0.51449275,2.6531789567381616,3.508386753349796,"sa3008438"
"Levi Kelly","ARI","MIRP","AA","23.4194444",,35,"45 / 50","60 / 70","50 / 50","","20 / 35","35+",1.1,0.15384615,0.30769231,0.16666667,40.500100180754515,15.922001497306912,"sa3008500"
"Reese Olson","DET","SP","AA","23.2083333",,6,"55 / 55","60 / 60","50 / 55","60 / 60","30 / 40","45",119.2,0.33070866,0.07480315,0.42160279,4.136490602327786,3.0830687973256463,"sa3008513"
"Mike Burrows","PIT","SIRP","AAA","22.9361111",,11,"55 / 55","","70 / 70","40 / 45","40 / 40","45",94.1,0.28244275,0.07888041,0.34016393,4.007067353862175,4.144722297986418,"sa3008517"
"Zach Haake","KCR","SIRP","AAA","26.0194444",,49,"50 / 50","55 / 55","","40 / 45","30 / 35","35+",56,0.2243346,0.10646388,0.3583815,4.821428571428571,5.181860094795683,"sa3008523"
"Tristan Beck","SFG","SP","AAA","26.3083333",,23,"50 / 50","","55 / 55","55 / 55","40 / 50","40",111.1,0.23868313,0.07407407,0.42679128,5.2544912580154906,4.699702042523052,"sa3008526"
"Victor Vodnik","ATL","SIRP","AAA","23.0166666",,19,"60 / 65","45 / 45","","50 / 55","30 / 40","40",34.2,0.31543624,0.12751678,0.54320988,2.336538247279181,3.4835107800251626,"sa3008527"
"Jordany Ventura","NYM","MIRP","A","22.275",,20,"45 / 55","50 / 55","","40 / 50","40 / 50","40",8.2,0.37142857,0.05714286,0.45,4.153844630225024,1.965698107989304,"sa3008542"
"Adam Kloffenstein","TOR","SP","AA","22.1388888",,37,"45 / 50","50 / 55","40 / 45","40 / 50","30 / 50","35+",112,0.23001949,0.10721248,0.47222222,5.544642857142857,4.688800275538648,"sa3008578"
"Ethan Hankins","CLE","SP","AA","22.3944444",,21,"55 / 60","50 / 55","50 / 50","45 / 50","30 / 50","40+",1,0.33333333,0,1,0,2.2599789619445803,"sa3008589"
"Cole Winn","TEX","SP","AAA","22.8888888",107,4,"50 / 55","55 / 55","55 / 55","55 / 60","45 / 55","50",121.2,0.21465969,0.15183246,0.39830508,6.509589585361394,6.181892709449432,"sa3008662"
"Wikelman Gonzalez","BOS","SP","A+","20.5555555",,5,"55 / 60","50 / 55","","55 / 60","25 / 50","45+",98.1,0.28271028,0.12616822,0.38983051,4.210169709295226,4.43741964614077,"sa3008687"
"Juan Daniel Encarnacion","BOS","SP","A+","21.5416666",,41,"40 / 50","45 / 55","","40 / 50","30 / 45","35+",113.1,0.2654321,0.08641975,0.42760943,4.050000181759113,4.230107392705102,"sa3008697"
"Reny Artiles","CLE","SP","CPX","20.7444444",,51,"40 / 45","45 / 50","45 / 50","45 / 50","30 / 45","35+",28.2,0.13855422,0.27710843,0.44318182,10.988370874496852,8.887153182539905,"sa3008716"
"Samuel Valerio","KCR","SIRP","CPX","21.0194444",,38,"60 / 60","","40 / 45","45 / 50","30 / 45","35+",34.2,0.24731183,0.20430108,0.4,10.903848153599988,5.899994642078896,"sa3009220"
"Royber Salinas","ATL","SIRP","A","21.5138888",,17,"70 / 70","","60 / 60","45 / 50","30 / 35","40",109,0.37634409,0.13548387,0.43192488,3.5504587777244283,3.4330602415784517,"sa3009243"
"Edinson Batista","HOU","SP","A+","20.4055555",,24,"40 / 45","55 / 60","45 / 50","30 / 40","35 / 60","35+",107.2,0.28668172,0.11738149,0.504,2.674922805963265,4.076186563133392,"sa3009266"
"Joel Ibarra","LAD","MIRP","CPX","20.2638888",,23,"60 / 60","55 / 60","","40 / 45","20 / 40","40+",36.2,0.3030303,0.11515152,0.37647059,4.172726910961592,4.74772042156391,"sa3009326"
