Name,Org,Pos,Current Level,Age,Top 100,Org Rk,FB,SL,CB,CH,CMD,FV,IP,K%,BB%,GB%,ERA,xFIP,playerId
"Micah Ottenbreit","PHI","SP","A","19.4388888",,13,"40 / 55","","45 / 55","45 / 55","20 / 50","40",5.2,0.14285714,0.17857143,0.38888889,7.94117201571071,6.484777737571857,"sa3017860"
"Nick Zwack","SFG","SP","A+","24.2055555",,30,"45 / 45","55 / 60","","40 / 50","30 / 50","40",105.2,0.31205674,0.08037825,0.404,2.810725416756258,3.5428855468424616,"sa3017867"
"Landen Roupp","SFG","SP","AA","24.0972222",,25,"45 / 45","50 / 50","70 / 70","","35 / 60","40",107.1,0.35185185,0.08564815,0.52118644,2.5993789589739427,3.0548160724149263,"sa3017869"
"Zac Leigh","CHC","MIRP","AA","24.9194444",,21,"45 / 50","45 / 50","","50 / 60","30 / 45","40+",34.2,0.3630137,0.10958904,0.40277778,2.855768968896777,3.274147474195696,"sa3017873"
"Matt Mikulski","SFG","MIRP","A","23.4361111",,20,"55 / 60","45 / 50","45 / 45","60 / 70","30 / 45","40+",79,0.26158038,0.08446866,0.37788018,6.949367088607595,5.014387746343885,"sa3017874"
"Kevin Abel","CIN","SP","A","23.6555555",,49,"30 / 30","","50 / 55","60 / 60","35 / 55","35+",38.2,0.35869565,0.18478261,0.34567901,5.818965038845042,3.867204016675205,"sa3017879"
"Andrew Painter","PHI","SP","AA","19.5138888",11,1,"60 / 60","55 / 60","55 / 60","40 / 50","40 / 50","60",103.2,0.38653367,0.06234414,0.34951456,1.5627008592065312,2.635234292217004,"sa3017880"
"Mat Olsen","SFG","SIRP","A+","22.2694444",,51,"50 / 55","45 / 55","50 / 55","","30 / 40","35+",58,0.3254902,0.09803922,0.5234375,3.413793103448276,3.5232535843191477,"sa3017882"
"Ben Casparius","LAD","MIRP","A+","23.6777777",,32,"40 / 45","70 / 70","","40 / 45","30 / 40","40",89.2,0.27160494,0.11358025,0.34615385,5.219330669979866,4.722279142677866,"sa3017886"
"Adam Shoemaker","ATL","SIRP","A+","19.9027777",,32,"50 / 60","","40 / 50","40 / 50","20 / 40","35+",38,0.21142857,0.13714286,0.28828829,6.868421052631579,5.450866266261591,"sa3017888"
"Jordan Wicks","CHC","SP","AA","23.1222222",,9,"40 / 45","45 / 50","40 / 45","60 / 70","35 / 60","45",94.2,0.30099502,0.06965174,0.46186441,3.80281731004498,3.2251951262918848,"sa3017894"
"Landon Marceaux","LAA","SP","AA","23.0194444",,32,"40 / 40","55 / 60","55 / 55","30 / 40","35 / 55","35+",90.2,0.20621469,0.04519774,0.56078431,2.977941072059341,3.781874384012073,"sa3017913"
"Eric Cerantola","KCR","SIRP","A+","22.4527777",,34,"55 / 60","55 / 60","","45 / 55","30 / 40","35+",30.1,0.26666667,0.1037037,0.41975309,5.340659900357163,4.197135322189616,"sa3017914"
"Mike Vasil","NYM","SP","A+","22.5722222",,18,"50 / 55","50 / 55","50 / 50","40 / 50","30 / 45","40",71.1,0.29209622,0.08934708,0.45714286,3.532710532265817,3.309561332469164,"sa3017915"
"Mason Miller","OAK","SIRP","AAA","24.1416666",,22,"60 / 65","55 / 60","","40 / 45","30 / 40","40",14,0.5,0.06,0.5,3.857142857142857,1.557097445321935,"sa3017934"
"Peter Heubeck","LAD","SP","A","20.2305555",,24,"40 / 60","45 / 55","45 / 55","30 / 50","20 / 40","40",31.2,0.29577465,0.17605634,0.375,7.389472942405204,5.410492432542377,"sa3017936"
"Christian Scott","NYM","SP","A+","23.3333333",,25,"50 / 50","55 / 60","","30 / 40","30 / 45","35+",58.2,0.29501916,0.08429119,0.45695364,4.44886426313612,3.400743911710661,"sa3017948"
"Dominic Hamel","NYM","SP","A+","23.6194444",,13,"50 / 50","55 / 60","55 / 55","45 / 50","30 / 45","40",119,0.29591837,0.11020408,0.40925267,3.2521008403361344,3.9158494734726492,"sa3017949"
"Brock Selvidge","NYY","MIRP","CPX","20.1305555",,25,"45 / 60","","45 / 55","","20 / 40","40",42.2,0.29281768,0.09392265,0.46315789,2.9531246479601085,3.441785532003575,"sa3017950"
"Eduardo Rivera","OAK","SIRP","CPX","19.3388888",,38,"55 / 60","","50 / 55","","20 / 40","35+",13.2,0.32352941,0.16176471,0.58823529,3.2926821609399,4.226432097492419,"sa3017951"
"Chase Petty","CIN","SIRP","A+","19.5305555",,13,"60 / 60","60 / 70","","40 / 55","20 / 45","40+",98.1,0.23703704,0.07654321,0.54826255,3.47796634905301,3.774962933316043,"sa3017963"
"Eric Silva","SFG","SP","A","20.0333333",,11,"40 / 45","40 / 50","45 / 50","40 / 50","25 / 60","40+",85.2,0.27123288,0.10684932,0.37727273,5.883269181101661,4.890196177280166,"sa3017965"
"Jacob Steinmetz","ARI","SP","CPX","19.2388888",,41,"40 / 50","","45 / 55","30 / 45","20 / 50","35+",24,0.23076923,0.17094017,0.49230769,7.875,6.064131569862366,"sa3017976"
"Alec Willis","STL","SP","CPX","19.5416666",,30,"40 / 50","","45 / 55","30 / 50","20 / 50","35+",11.1,0.34782609,0.04347826,0.42857143,1.5882357396057745,2.2821529220991215,"sa3017992"
"Blake Beers","OAK","SP","A+","24.25",,20,"50 / 50","60 / 70","45 / 50","35 / 40","30 / 45","40",92.2,0.25,0.0775,0.3828125,4.0791364667529395,4.582872323821419,"sa3018004"
"Jack Leiter","TEX","SP","AA","22.4833333",29,2,"60 / 60","50 / 55","55 / 55","40 / 55","40 / 50","55",92.2,0.25647059,0.13176471,0.36437247,5.535971830735442,5.129133694425975,"sa3018053"
"Jackson Jobe","DET","SP","A+","20.2083333",58,1,"50 / 60","60 / 70","50 / 50","50 / 60","25 / 55","50",77.1,0.24324324,0.09009009,0.39423077,3.8405168309152637,4.140787091114632,"sa3018054"
"Ricky Tiedemann","TOR","SP","AA","20.1583333",,3,"45 / 50","50 / 55","","50 / 55","20 / 55","45+",78.2,0.38870432,0.09634551,0.47916667,2.173728673014969,2.8682038705382116,"sa3018096"
"Gavin Williams","CLE","SP","AA","23.2194444",,9,"65 / 70","50 / 55","50 / 55","","30 / 50","45+",115,0.33111111,0.08888889,0.36693548,1.9565217391304348,3.462534057510936,"sa3018106"
"Doug Nikhazy","CLE","SP","AA","23.1777777",,36,"40 / 45","45 / 50","55 / 55","30 / 40","35 / 55","40",102.1,0.28256071,0.17439294,0.4212766,3.957654846068853,4.787239689894022,"sa3018110"
"Davis Sharpe","CLE","SP","A+","22.7083333",,27,"45 / 50","55 / 60","","40 / 45","30 / 50","40+",71.1,0.31407942,0.0433213,0.35502959,2.0186916787464675,3.2034477666956316,"sa3018112"
"Dylan Smith","DET","SP","A+","22.3805555",,15,"40 / 45","50 / 55","45 / 45","45 / 50","35 / 60","40",88.1,0.24250681,0.05722071,0.43548387,3.7698115378217323,3.5316923228631936,"sa3018113"
"Tyler Mattison","DET","SIRP","A","23.1111111",,28,"50 / 55","","55 / 60","","30 / 40","35+",39.2,0.32926829,0.11585366,0.42222222,4.537814544188614,3.439640442671156,"sa3018117"
"Trenton Denholm","CLE","SP","A","22.8777777",,26,"50 / 50","","50 / 55","55 / 60","35 / 50","40+",97.2,0.24768519,0.09259259,0.38628159,4.7918093728137094,4.268939152369497,"sa3018139"
"Tommy Mace","CLE","SP","A+","23.9277777",,28,"50 / 50","55 / 60","45 / 50","40 / 50","35 / 55","40",85,0.20833333,0.10555556,0.38589212,4.552941176470588,4.6918323419549886,"sa3018140"
"Ty Madden","DET","SP","AA","22.65",,8,"45 / 50","55 / 60","45 / 45","45 / 50","35 / 55","45",122.2,0.26546906,0.0758483,0.36760125,3.008152049182724,3.8991811185826393,"sa3018141"
"Calvin Ziegler","NYM","SP","A","20.0333333",,11,"50 / 55","50 / 60","","30 / 50","30 / 45","40+",46.2,0.35175879,0.1758794,0.33333333,4.435713802259849,4.3617238507254505,"sa3018142"
"Mason Black","SFG","MIRP","A+","22.8472222",,12,"50 / 55","30 / 45","","45 / 55","30 / 40","40+",112,0.2937365,0.07775378,0.48550725,3.2142861521974497,3.8320113731588026,"sa3018146"
"Jack Leftwich","CLE","SP","A+","24.0527777",,34,"45 / 45","50 / 55","","40 / 50","30 / 50","40",109.1,0.33018868,0.05660377,0.45381526,2.7164635410059272,2.975471910102124,"sa3018169"
"Tanner Bibee","CLE","SP","AA","23.6111111",68,5,"","","","","","50",132.2,0.32364341,0.05232558,0.35806452,2.1708544378121104,3.1741014054284977,"sa3018170"
"Steve Hajjar","CIN","SP","A+","22.1888888",,25,"40 / 50","50 / 55","45 / 45","50 / 55","35 / 55","40",52.1,0.38425926,0.14814815,0.33673469,3.611464389555784,3.5245824422562437,"sa3018177"
"Chad Dallas","TOR","MIRP","A+","22.3027777",,24,"40 / 45","60 / 70","50 / 50","40 / 45","30 / 40","35+",88,0.21234568,0.12592593,0.43873518,4.6022727272727275,4.934470257874239,"sa3018180"
"Javi Rivera","CIN","SP","A+","22.8833333",,45,"45 / 50","","45 / 50","40 / 50","30 / 50","35+",93,0.2983871,0.0672043,0.39285714,3.290323053016691,3.393264865391607,"sa3018184"
"Russell Smith","MIL","SIRP","A+","24.0972222",,24,"50 / 55","","","50 / 55","30 / 50","40",68.1,0.20735786,0.090301,0.36363636,4.873171094432633,4.518769704078598,"sa3018191"
"Madison Jeffrey","LAD","SIRP","A","22.5861111",,49,"50 / 55","","60 / 60","","30 / 40","35+",42,0.26829268,0.21463415,0.37234043,6,6.687422858675321,"sa3018206"
"Christian Montes De Oca","ARI","SIRP","A+","23.125",,44,"50 / 50","50 / 55","","45 / 50","30 / 50","35+",39.2,0.40804598,0.07471264,0.37349398,2.949580304695627,2.833761793717828,"sa3018207"
"Frank Mozzicato","KCR","SP","A","19.3222222",,5,"30 / 55","20 / 55","55 / 60","30 / 50","20 / 55","40+",69,0.29084967,0.16666667,0.53797468,4.304347826086956,4.3567737530323045,"sa3018242"
"Ben Kudrna","KCR","SP","A","19.7083333",,8,"50 / 55","45 / 50","","50 / 60","20 / 45","40+",72.1,0.19614148,0.10289389,0.4009434,3.4838712127173084,5.019138488262608,"sa3018253"
"Shane Panzini","KCR","SP","A","20.9583333",,29,"45 / 50","45 / 50","55 / 55","40 / 45","20 / 50","40",63,0.23321555,0.13427562,0.35632184,5,5.159489351108907,"sa3018257"
"Anthony Solometo","PIT","SP","A","19.8694444",,13,"40 / 50","55 / 60","","","25 / 60","40+",47.2,0.2712766,0.10106383,0.50892857,2.643356361297782,3.5697311440073953,"sa3018259"
"Bryan Woo","SEA","SIRP","A+","22.7083333",,28,"50 / 60","30 / 40","","20 / 50","30 / 40","35+",57,0.336,0.088,0.37777778,4.105263157894737,3.7790829246297224,"sa3018290"
"Walbert Urena","LAA","SP","CPX","18.7222222",,24,"60 / 70","40 / 45","","50 / 60","20 / 35","40",37.1,0.26470588,0.18823529,0.625,3.8571433826369397,5.250374104264143,"sa3018298"
"Owen Kellington","PIT","SP","CPX","19.6944444",,49,"40 / 50","","55 / 60","","20 / 50","35+",10,0.27272727,0.16363636,0.37931034,11.7,4.743814830482006,"sa3018801"
"Jarlin Susana","WSN","SP","A","18.5611111",,9,"65 / 70","50 / 60","","30 / 45","20 / 45","40+",45,0.36871508,0.11173184,0.5,2.40000050862641,3.3673910028139566,"sa3018808"
"Irv Carter","TOR","SP","A","20.0194444",,22,"40 / 45","50 / 55","","45 / 55","25 / 55","35+",47.2,0.25980392,0.07352941,0.359375,5.475523891259692,3.8619803810060347,"sa3019239"
"Elmer Rodriguez-Cruz","BOS","SIRP","A","19.1583333",,52,"40 / 55","","40 / 50","30 / 50","20 / 45","35+",38.1,0.26086957,0.0931677,0.5,1.8782611187825236,3.6749478308474974,"sa3019459"
"Jaden Hill","COL","MIRP","A","22.8138888",,14,"60 / 60","45 / 50","45 / 45","60 / 70","30 / 40","40+",17.2,0.33333333,0.08,0.42857143,3.056604873587005,3.710343736615191,"sa3019731"
"Hever Bueno","TEX","SIRP","-2","27.8944444",,36,"50 / 50","55 / 60","","","30 / 35","35+",38,0.28877005,0.16042781,0.32653061,7.815789473684211,5.723893848453697,"sa738180"
"Cory Thompson","STL","SIRP","AA","28.0611111",,24,"45 / 50","","","60 / 60","40 / 50","35+",11.2,0.25,0.07692308,0.36363636,5.39999852861717,4.794383592460335,"sa738349"
"Fernery Ozuna","TEX","SIRP","-1","26.9333333",,42,"55 / 55","45 / 45","","50 / 55","50 / 50","35+",62.1,0.26937269,0.08118081,0.49390244,4.909091159447816,4.351606212057593,"sa739259"
"Yoan Aybar","CHW","SIRP","-1","25.2833333",,29,"60 / 60","50 / 55","","","30 / 35","35+",41.1,0.24285714,0.18571429,0.39473684,8.70967808920938,5.977628966732662,"sa829086"
"Ryder Ryan","TEX","SIRP","AAA","27.4277777",,40,"55 / 55","","","","40 / 40","35+",59.1,0.25769231,0.11153846,0.57615894,3.6404497502744655,4.287815830706201,"sa829853"
"Lucas Erceg","MIL","SIRP","AAA","27.4555555",,39,"60 / 65","55 / 70","","","30 / 40","35+",61.1,0.24381625,0.13074205,0.60946746,4.548913420711469,4.065416982832,"sa872722"
"Hunter Schryver","CHW","SIRP","-2","27.5333333",,26,"50 / 55","50 / 55","","","45 / 50","35+",37,0.20121951,0.12195122,0.49019608,3.891891891891892,5.2622618005082415,"sa873263"
"Franklin Perez","DET","SP","CPX","24.8583333",,27,"40 / 50","50 / 60","45 / 50","55 / 60","40 / 50","35+",25.1,0.140625,0.2265625,0.31081081,9.592106466808628,7.863896976962721,"sa873722"
"Eury Ramos","CHC","SIRP","-1","25.0138888",,39,"60 / 60","","","55 / 55","30 / 35","35+",30.1,0.19285714,0.19285714,0.42352941,5.0439565725595426,5.997258147721286,"sa873729"
"Wandisson Charles","OAK","SIRP","AAA","26.1055555",,39,"70 / 70","40 / 45","","","30 / 35","35+",37,0.16831683,0.18811881,0.37795276,11.432432432432432,6.774625756289508,"sa874818"
"Will Stewart","MIA","MIRP","AAA","25.2527777",,32,"40 / 40","55 / 55","","45 / 50","50 / 50","35+",95.2,0.18949772,0.10730594,0.60824742,5.268292507866367,4.585689366976684,"sa875247"
"Hobie Harris","MIL","SIRP","AAA","29.3111111",,36,"70 / 70","","","","30 / 35","35+",53,0.2705314,0.1352657,0.40495868,2.0377358490566038,4.570712982596092,"sa876068"
"Riley Thompson","CHC","MIRP","AA","26.2666666",,41,"50 / 55","","55 / 60","45 / 45","40 / 45","35+",57,0.26778243,0.13389121,0.43571429,4.421052631578948,4.632660489751582,"sa876287"
"Alan Rangel","ATL","SP","AAA","25.15",,12,"55 / 55","","50 / 50","55 / 55","40 / 40","40",117.2,0.27376426,0.09885932,0.30363036,5.277620852861776,4.478618219961197,"sa877578"
"Jasseel De La Cruz","ATL","SIRP","AA","25.3027777",,27,"60 / 60","60 / 60","","40 / 40","30 / 30","35+",26.1,0.21538462,0.09230769,0.5308642,7.177216056294508,4.582398938141895,"sa879559"
"Angel Felipe","SDP","SIRP","AAA","25.125",,29,"60 / 60","55 / 60","","","20 / 20","35+",62,0.30656934,0.13138686,0.53472222,3.6290321464221047,4.048361224002175,"sa881181"
"Kade McClure","CHW","SP","AAA","26.675",,21,"50 / 55","50 / 55","45 / 50","","45 / 50","35+",87,0.24806202,0.07235142,0.39043825,4.9655172413793105,4.210045645223267,"sa915622"
"Jose Soriano","LAA","SIRP","A","23.9861111",,45,"60 / 60","","50 / 55","30 / 40","30 / 40","35+",13,0.32692308,0.07692308,0.51724138,2.076923076923077,3.1920635750660526,"sa916702"
"Christian Fernandez","OAK","SP","A+","23.1777777",,25,"45 / 45","50 / 55","55 / 55","40 / 50","30 / 50","40",86.2,0.30213904,0.11229947,0.33809524,4.15384600148399,4.2269421035915915,"sa917688"
"Joel Peguero","TBR","SIRP","AAA","25.4444444",,64,"70 / 70","55 / 60","","","35 / 40","35+",56.2,0.19923372,0.13409962,0.4852071,4.7647065773143265,5.2049071899895605,"sa917689"
"Bryan Mata","BOS","MIRP","AAA","23.45",,13,"60 / 60","45 / 45","50 / 50","55 / 60","40 / 50","40+",83,0.30259366,0.13256484,0.52604167,2.4939758463026336,3.6396091386585434,"sa917784"
"Riley Pint","COL","SIRP","AAA","24.9416666",,32,"70 / 70","60 / 60","","55 / 55","20 / 30","35+",45.2,0.29145729,0.15577889,0.56565657,4.532846210469021,4.245909463395133,"sa917922"
"Jay Groome","SDP","SP","AAA","24.1444444",,6,"50 / 50","40 / 45","55 / 55","45 / 50","40 / 50","40+",144,0.22764228,0.10406504,0.40966921,3.4375003642506456,5.054845027362392,"sa917925"
"Forrest Whitley","HOU","MIRP","AAA","25.0833333",,11,"60 / 60","55 / 55","60 / 60","60 / 60","30 / 35","40",40,0.24193548,0.14516129,0.49074074,6.525,5.539403552375734,"sa917930"
"Sean Reynolds","MIA","SIRP","AA","24.4888888",,20,"55 / 55","50 / 55","","45 / 60","30 / 40","40",52.1,0.29596413,0.10762332,0.37795276,4.127388033607138,4.347150830020381,"sa917966"
"Jordan Balazovic","MIN","SP","AAA","24.0777777",,13,"55 / 55","50 / 55","55 / 55","40 / 45","45 / 55","40+",72.2,0.21629213,0.10393258,0.4185022,7.678900157529521,4.542228944630758,"sa918017"
"Wilkel Hernandez","DET","SP","A","23.5055555",,23,"50 / 55","","50 / 55","40 / 50","50 / 50","40",44,0.26984127,0.08465608,0.42016807,4.5,3.4982535846531393,"sa918026"
"Tobias Myers","CHW","SP","AAA","24.1944444",,30,"45 / 45","","45 / 50","50 / 50","50 / 50","35+",76,0.14248021,0.13456464,0.31460674,7.815789473684211,6.732077792443727,"sa918088"
"Brian Howard","OAK","SP","AAA","27.4722222",,31,"50 / 50","","45 / 50","45 / 50","50 / 55","40",69.2,0.20634921,0.1015873,0.36792453,6.717704330182137,6.068835805658566,"sa918377"
"Lucas Jacobsen","TEX","SIRP","AAA","27.2888888",,34,"55 / 55","55 / 55","","","40 / 40","35+",19.2,0.36585366,0.12195122,0.3902439,2.2881352233668144,3.804289527949393,"sa918634"
"Nathan Webb","KCR","MIRP","-1","25.1527777",,13,"70 / 70","55 / 60","","40 / 45","30 / 40","40+",33.1,0.21910112,0.15168539,0.41666667,9.990001024174795,5.800926672414696,"sa918814"
"Darius Vines","ATL","SP","AAA","24.4583333",,25,"45 / 50","","45 / 50","55 / 60","35 / 50","35+",140.2,0.26530612,0.07482993,0.42931937,3.7748813800945054,4.141258984054569,"sa918848"
"Jose Hernandez","LAD","SIRP","AA","24.7916666",,45,"55 / 55","45 / 50","","45 / 50","40 / 40","35+",59.2,0.27822581,0.10080645,0.4375,3.3184354713111346,4.086128707353889,"sa928463"
"Luis Medina","OAK","MIRP","AA","23.45",92,4,"65 / 70","","60 / 70","45 / 55","30 / 40","50",92.2,0.25415677,0.14726841,0.49583333,5.2446041366315015,4.640911072014542,"sa928510"
"Michel Otanez","NYM","SIRP","-1","25.2833333",,19,"70 / 70","50 / 55","","","20 / 35","40",44.2,0.26976744,0.19069767,0.50458716,4.835820551358369,5.033075052068315,"sa932611"
"Guillermo Zuniga","LAD","SIRP","AA","24.0138888",,46,"70 / 70","55 / 55","","40 / 40","30 / 30","35+",54.2,0.27385892,0.12448133,0.38571429,4.774389799686544,4.849392266644686,"sa945024"
"Victor Castaneda","MIL","MIRP","AAA","24.1333333",,31,"45 / 45","","45 / 45","55 / 55","40 / 40","35+",120.2,0.22519084,0.09923664,0.37243402,4.1022102905787925,5.0196287778216595,"sa978399"
