Name,Org,Pos,Current Level,Age,Top 100,Org Rk,Hit,Game,Raw,Spd,FV,PA,OBP,SLG,ISO,BB%,K%,wRC+,playerId
"Nick Yorke","BOS","2B","A+","20.5361111",90,4,"35 / 60","30 / 50","40 / 45","50 / 45","50",373,0.30294906,0.36498516,0.13353115,0.08847185,0.25201072,83.82269596251783,"sa3014546"
"Zach DeLoach","SEA","RF","AA","24.1583333",,21,"30 / 50","30 / 50","50 / 50","60 / 55","35+",499,0.36873747,0.40909091,0.1507177,0.14228457,0.23847695,103.06041030733984,"sa3014547"
"Jimmy Glowenke","SFG","2B","A+","23.3611111",,54,"35 / 55","30 / 35","45 / 45","40 / 40","35+",308,0.30519481,0.4029304,0.18681318,0.08116883,0.30194805,98.45950862856033,"sa3014548"
"Zavier Warren","MIL","3B","AA","23.7694444",,41,"35 / 50","30 / 40","50 / 55","50 / 40","35+",525,0.30666667,0.37419355,0.1483871,0.09333333,0.20571429,88.15120619532551,"sa3014549"
"Juan Chacon","BOS","CF","A","19.8638888",,27,"20 / 50","20 / 50","40 / 50","60 / 55","40",205,0.32682927,0.28994083,0.08284024,0.14146341,0.32195122,82.71819183311833,"sa3014676"
"Kevin Made","CHC","SS","A+","20.0972222",,29,"20 / 40","20 / 45","35 / 50","55 / 55","40",408,0.32186732,0.375,0.14772727,0.1127451,0.19607843,95.64291299081192,"sa3014679"
"Adael Amador","COL","SS","A","19.5111111",,5,"20 / 50","20 / 35","40 / 45","60 / 60","45",555,0.41485507,0.4454343,0.15367483,0.15675676,0.12072072,128.01572035725593,"sa3014682"
"Roberto Campos","DET","RF","A","19.3361111",,16,"20 / 50","25 / 55","55 / 60","45 / 40","40",448,0.32589286,0.38461538,0.12655086,0.08928571,0.21651786,102.61150957350938,"sa3014683"
"Dauri Lorenzo","HOU","SS","CPX","19.9611111",,31,"25 / 55","25 / 45","40 / 50","50 / 50","35+",138,0.37681159,0.35964912,0.0877193,0.15217391,0.15942029,112.45708983608795,"sa3014685"
"Arol Vera","LAA","SS","A","20.0916666",,5,"20 / 50","20 / 40","45 / 55","50 / 50","45",551,0.29090909,0.28131417,0.07392197,0.09618875,0.27041742,54.61206457319736,"sa3014687"
"Adrian Placencia","LAA","2B","A","19.3694444",,10,"20 / 55","20 / 40","40 / 50","50 / 50","40+",469,0.38675214,0.42670157,0.17277487,0.16204691,0.30277186,115.94530652125579,"sa3014688"
"Jose Salas","MIA","SS","A+","19.4694444",83,2,"25 / 60","20 / 50","45 / 55","55 / 50","50",474,0.33898305,0.38349515,0.13349515,0.0907173,0.20042194,106.87223917844126,"sa3014690"
"Ian Lewis","MIA","2B","A","19.6972222",,7,"20 / 45","20 / 55","45 / 60","70 / 70","45+",213,0.34741784,0.36756757,0.10270271,0.10328638,0.21126761,106.27162878762124,"sa3014691"
"Hedbert Perez","MIL","LF","A","19.5305555",,23,"20 / 40","25 / 55","55 / 60","55 / 45","40",441,0.27210884,0.39312039,0.17690417,0.06802721,0.29931973,81.99027207163273,"sa3014692"
"Emmanuel Rodriguez","MIN","CF","A","19.625",,11,"20 / 40","25 / 55","50 / 55","50 / 50","40+",199,0.49246231,0.55147059,0.27941177,0.28643216,0.26130653,195.7515855718024,"sa3014693"
"Alex Ramirez","NYM","CF","A+","19.7555555",80,4,"20 / 45","20 / 55","50 / 60","55 / 55","50",552,0.34601449,0.43574297,0.15461847,0.07971014,0.22101449,118.60270278153848,"sa3014695"
"Jasson Dominguez","NYY","CF","AA","19.6888888",46,2,"20 / 50","20 / 60","60 / 60","60 / 55","50",530,0.3754717,0.46119734,0.18847007,0.13584906,0.24150943,134.72202283326433,"sa3014696"
"Robert Puason","OAK","SS","CPX","20.0944444",,34,"20 / 30","20 / 45","45 / 60","50 / 50","35+",359,0.2729805,0.29663609,0.08256881,0.06685237,0.33704735,53.2607412454115,"sa3014697"
"Robert Hassell III","WSN","RF","AA","21.1666666",65,3,"35 / 55","30 / 50","45 / 50","55 / 55","50",513,0.35672515,0.40666667,0.13333334,0.11111111,0.2202729,113.66711154046993,"sa3014701"
"Reginald Preciado","CHC","3B","A","19.4138888",,17,"20 / 40","20 / 60","45 / 60","40 / 40","40+",222,0.26818182,0.30150754,0.10050251,0.06306306,0.37387387,61.10565487321012,"sa3014702"
"Ismael Mena","CHC","CF","CPX","19.875",,53,"25 / 55","20 / 40","40 / 50","60 / 60","35+",121,0.33057851,0.33636364,0.07272728,0.08264463,0.23966942,89.508490152749,"sa3014703"
"Aeverson Arteaga","SFG","SS","A","19.5805555",,4,"20 / 40","25 / 45","40 / 45","60 / 60","45",565,0.34513274,0.43141153,0.1610338,0.08672566,0.27433628,100.99041105049741,"sa3014707"
"Maximo Acosta","TEX","SS","A","19.9611111",,14,"25 / 55","20 / 40","40 / 50","50 / 45","40+",456,0.34140969,0.36138614,0.0990099,0.0877193,0.19078947,100.59150093499343,"sa3014711"
"Rikelbin De Castro","TOR","SS","CPX","19.7277777",,11,"20 / 50","20 / 35","30 / 45","60 / 55","40+",206,0.24878049,0.23243243,0.05945946,0.07281553,0.3592233,43.089933604868335,"sa3014714"
"Estiven Machado","TOR","2B","A","20.0305555",,17,"25 / 60","20 / 30","30 / 40","55 / 55","40",380,0.34210526,0.34513274,0.08259587,0.1,0.25526316,101.43949310370891,"sa3014715"
"Sammy Infante","WSN","3B","A","21.3138888",,21,"30 / 50","30 / 50","50 / 55","50 / 40","40",417,0.29976019,0.40599455,0.19618529,0.09592326,0.30455635,95.4369492432232,"sa3014717"
"Roismar Quintana","WSN","RF","CPX","19.6916666",,32,"20 / 50","20 / 50","55 / 60","55 / 50","35+",199,0.34170854,0.43888889,0.15,0.04522613,0.23115578,115.8744068450452,"sa3014718"
"Michael Guldberg","OAK","CF","AA","23.3138888",,29,"35 / 50","30 / 40","40 / 40","60 / 60","40",191,0.35263158,0.3313253,0.05421687,0.09424084,0.18324607,82.94606169424226,"sa3014822"
"J.C. Correa","HOU","C","A+","24.0833333",,17,"35 / 55","30 / 35","30 / 30","40 / 40","35+",453,0.36423841,0.44554455,0.13613861,0.0816777,0.0794702,119.72101389607926,"sa3014823"
"Pedro Leon","HOU","CF","AAA","24.3805555",,6,"30 / 40","40 / 50","55 / 55","60 / 60","45",504,0.36507937,0.43099274,0.20338983,0.14087302,0.28769841,102.586141317059,"sa3014838"
"Matt Dyer","TBR","C","A+","24.2527777",,47,"20 / 30","30 / 40","55 / 55","55 / 55","35+",278,0.33093525,0.34016393,0.10245901,0.08992806,0.32014388,90.00851941888125,"sa3014883"
"Brett Auerbach","SFG","C","AA","24.1333333",,34,"35 / 55","30 / 35","40 / 40","55 / 55","40",425,0.31132075,0.39784946,0.17741935,0.11294118,0.32,93.66335111572837,"sa3014941"
"Matt Mervis","CHC","1B","AAA","24.4972222",,50,"40 / 40","50 / 50","60 / 60","30 / 30","35+",578,0.37889273,0.60546875,0.296875,0.08650519,0.18512111,155.71232698284788,"sa3015051"
"Zac Cook","TOR","CF","AA","24.4611111",,30,"30 / 35","35 / 50","55 / 55","45 / 40","35+",394,0.30279898,0.36036036,0.17117117,0.06598985,0.38324873,85.67972462644617,"sa3015090"
"Yhoswar Garcia","PHI","CF","A","21.0888888",,41,"30 / 45","30 / 40","50 / 60","70 / 70","35+",153,0.30921053,0.31060606,0.09848485,0.09803922,0.23529412,82.50329597932284,"sa3015117"
"Yoelqui Cespedes","CHW","CF","AA","25.0583333",,15,"20 / 30","40 / 45","60 / 60","60 / 60","40",512,0.33203125,0.43668122,0.1790393,0.05664063,0.30078125,102.89296694895864,"sa3015137"
"Deyvison De Los Santos","ARI","3B","AA","19.3166666",,8,"20 / 40","25 / 60","60 / 70","40 / 30","45",560,0.34821429,0.49902534,0.19298246,0.06071429,0.2625,118.22182435744253,"sa3015168"
"Juan Corniel","ARI","SS","A","20.0361111",,25,"20 / 40","20 / 40","30 / 45","60 / 60","40",340,0.30088496,0.31948882,0.07348243,0.07352941,0.19411765,63.98799229809,"sa3015169"
"Yerlin Confidan","CIN","RF","A","19.8305555",,19,"20 / 35","25 / 60","60 / 70","50 / 40","40+",103,0.3592233,0.3908046,0.14942529,0.15533981,0.30097087,116.36088380956511,"sa3015176"
"Braylin Minier","CIN","3B","A","19.3444444",,41,"20 / 55","20 / 40","45 / 50","20 / 20","35+",175,0.26285714,0.33536585,0.12195122,0.06285714,0.33142857,68.62420986654786,"sa3015177"
"Manuel Sequera","DET","2B","A","20.0472222",,19,"20 / 40","25 / 50","50 / 55","40 / 30","40",491,0.2790224,0.42231947,0.19037199,0.0407332,0.22403259,97.00000807639239,"sa3015179"
"Yeiner Fernandez","LAD","C","A","20.0722222",,40,"20 / 50","20 / 30","30 / 40","50 / 50","35+",423,0.38297872,0.42975207,0.13774105,0.10874704,0.13002364,114.29247772088682,"sa3015182"
"Adrian Sugastey","SFG","C","A","19.9777777",,32,"25 / 50","20 / 30","40 / 45","20 / 20","40",371,0.32884097,0.33435583,0.09509203,0.0916442,0.15633423,79.46568692676755,"sa3015190"
"Kala'i Rosario","MIN","LF","A","20.2861111",,21,"30 / 40","25 / 55","55 / 60","45 / 40","40",419,0.31980907,0.4075067,0.1689008,0.08114558,0.32458234,107.38831592662217,"sa3015199"
"Yosy Galan","TEX","RF","A","21.4722222",,28,"20 / 30","35 / 60","70 / 80","50 / 50","35+",394,0.29949239,0.42898551,0.22318841,0.09898477,0.35279188,100.12886560119856,"sa3015202"
"Jose Fernandez","ARI","SS","CPX","19.0638888",,22,"20 / 35","20 / 40","35 / 50","60 / 60","40",196,0.29081633,0.30857143,0.09142857,0.07142857,0.26020408,69.78149910010846,"sa3015204"
"Edgar Quero","LAA","C","A","19.525",,7,"25 / 55","20 / 40","40 / 50","30 / 20","40+",515,0.43469786,0.53026634,0.21791767,0.14174757,0.17669903,149.71336101013,"sa3015239"
"Tsung-Che Cheng","PIT","SS","A","21.275",,62,"35 / 60","20 / 20","20 / 20","60 / 60","35+",458,0.37636761,0.41818182,0.14805195,0.13755459,0.20742358,129.19043796743486,"sa3015376"
"Jeferson Quero","MIL","C","A+","20.0194444",,7,"25 / 50","20 / 55","50 / 60","30 / 20","45",405,0.34158416,0.4386921,0.15258856,0.07407407,0.18765432,115.70439562978027,"sa3015407"
"Yiddi Cappe","MIA","SS","A","20.1611111",,6,"25 / 50","20 / 50","45 / 60","55 / 55","45+",299,0.3277592,0.4384058,0.14855073,0.05016722,0.13712375,112.3239739876453,"sa3015515"
"Junior Caminero","TBR","3B","A","19.2777777",60,4,"20 / 45","25 / 55","45 / 55","40 / 40","50",271,0.38376384,0.49790795,0.18410042,0.08487085,0.15867159,142.43192986638334,"sa3015532"
"Adrian Pinto","TOR","CF","A","20.0638888",,26,"25 / 55","20 / 30","30 / 40","55 / 55","35+",194,0.375,0.36305732,0.1210191,0.12371134,0.16494845,119.35029764225253,"sa3015542"
"Javier Sanoja","MIA","SS","A","20.1166666",,28,"25 / 55","20 / 30","20 / 30","60 / 60","35+",410,0.30562347,0.37866667,0.11733334,0.06341463,0.11463415,91.516626814243,"sa3015564"
"Onil Perez","SFG","C","CPX","20.0972222",,42,"20 / 45","20 / 45","40 / 50","30 / 30","35+",171,0.34502924,0.38255034,0.10738255,0.09356725,0.1754386,101.71897514943599,"sa3015610"
"Lizandro Espinoza","STL","SS","A","19.9027777",,16,"25 / 60","20 / 35","30 / 40","50 / 50","40",194,0.2746114,0.33526012,0.12716763,0.07731959,0.29896907,70.69984676385423,"sa3015611"
"Christian Cerda","ARI","C","CPX","19.8",,39,"20 / 45","20 / 40","45 / 55","20 / 20","35+",112,0.41964286,0.43181818,0.15909091,0.20535714,0.16964286,141.69760439929505,"sa3015623"
"Yanquiel Fernandez","COL","LF","A","19.7888888",,9,"20 / 50","25 / 60","50 / 70","40 / 30","40+",523,0.34034417,0.50736842,0.22315789,0.07456979,0.21797323,112.10778560666314,"sa3015648"
"Luis Mendez","COL","SS","CPX","19.9583333",,22,"25 / 55","20 / 35","30 / 40","60 / 60","40",221,0.32579186,0.4213198,0.16751269,0.08144796,0.25791855,103.95508565208833,"sa3015650"
"Wilman Diaz","LAD","SS","CPX","18.9166666",,21,"20 / 45","20 / 40","40 / 50","60 / 60","40+",211,0.21800948,0.22335025,0.05583756,0.05687204,0.37914692,24.679950039241103,"sa3015694"
"Armando Cruz","WSN","SS","A","18.7472222",,13,"20 / 45","20 / 30","20 / 30","55 / 55","40",243,0.32217573,0.36036036,0.08558559,0.05349794,0.16872428,93.04095039524405,"sa3015695"
"Cristian Hernandez","CHC","SS","CPX","18.8388888",57,4,"20 / 40","25 / 55","50 / 60","55 / 55","50",175,0.32,0.3566879,0.0955414,0.07428571,0.30285714,88.37603323597168,"sa3015696"
"Cristian Santana","DET","SS","A","18.8888888",,5,"25 / 60","25 / 50","40 / 50","50 / 45","45",349,0.38395415,0.37407407,0.15925926,0.16618911,0.26074499,126.18959816688259,"sa3015697"
"Danny De Andrade","MIN","SS","CPX","18.5138888",,16,"25 / 50","20 / 40","30 / 45","50 / 50","40",204,0.33333333,0.37078652,0.12921349,0.09313725,0.16666667,100.93691040638117,"sa3015698"
"Shalin Polanco","PIT","CF","CPX","18.6916666",,45,"20 / 50","20 / 50","40 / 50","40 / 40","40",148,0.32432432,0.37121212,0.12121212,0.08108108,0.27027027,97.18304100655362,"sa3015699"
"Jesus Galiz","LAD","C","CPX","18.85",,27,"20 / 40","20 / 40","45 / 50","30 / 20","40",99,0.34343434,0.47058824,0.23529412,0.11111111,0.25252525,121.24096563463122,"sa3015700"
"Jhonny Piron","TBR","CF","CPX","18.3694444",,54,"20 / 45","20 / 40","40 / 50","70 / 70","35+",157,0.33121019,0.29007634,0.08396947,0.14649682,0.26751592,85.68367129704706,"sa3015702"
"Pedro Pineda","OAK","CF","CPX","19.1083333",,28,"20 / 45","25 / 60","50 / 60","60 / 50","40",174,0.30057803,0.32653061,0.14285714,0.09770115,0.45977011,67.8188410111557,"sa3015703"
"Jackson Chourio","MIL","CF","AA","18.5944444",5,1,"30 / 45","40 / 60","60 / 70","70 / 70","60",439,0.34168565,0.5375,0.25,0.07289294,0.26879271,135.40758526603952,"sa3015704"
"Victor Acosta","CIN","SS","CPX","18.3472222",,22,"20 / 45","20 / 45","35 / 50","60 / 60","40",165,0.34756098,0.35971223,0.12230216,0.12727273,0.22424242,100.96553151047061,"sa3015705"
"Angel Genao","CLE","SS","A","18.4055555",,23,"20 / 50","20 / 45","35 / 45","50 / 50","40+",204,0.37931034,0.38418079,0.08474576,0.09803922,0.22058824,115.86235695768084,"sa3015706"
"Manuel Beltre","TOR","SS","A","18.35",,34,"25 / 55","20 / 40","40 / 45","55 / 55","35+",228,0.35682819,0.33854167,0.08854167,0.10087719,0.19298246,104.28650251444802,"sa3015710"
"Denzer Guzman","LAA","SS","A","18.6861111",,8,"20 / 50","20 / 40","40 / 50","45 / 40","40+",234,0.34615385,0.40191388,0.12440192,0.08974359,0.23076923,105.05330588323494,"sa3015711"
"Maikol Hernandez","BAL","SS","CPX","19.0305555",,28,"20 / 45","20 / 50","30 / 50","50 / 40","40",175,0.28,0.2027027,0.04729729,0.10857143,0.33714286,51.47744430772894,"sa3015712"
"Manuel Pena","ARI","3B","A","18.8611111",,15,"20 / 50","25 / 55","45 / 60","45 / 40","40+",286,0.34035088,0.38339921,0.11857708,0.1048951,0.24825175,94.92036221949917,"sa3015715"
"Yemal Flores","PHI","CF","CPX","18.8972222",,20,"20 / 50","20 / 50","45 / 55","40 / 40","40",116,0.25862069,0.29,0.13,0.10344828,0.39655172,58.307151376090125,"sa3015717"
"Samuel Zavala","SDP","RF","CPX","18.25",,3,"25 / 60","20 / 45","40 / 50","50 / 50","40+",176,0.36571429,0.52980132,0.25827814,0.13068182,0.27272727,127.84117243662389,"sa3015718"
"Yeison Morrobel","TEX","CF","A","18.8527777",,10,"25 / 60","20 / 45","40 / 50","55 / 60","45",202,0.39108911,0.45505618,0.14044944,0.0990099,0.1980198,133.8146286579076,"sa3015720"
"Gabriel Gonzalez","SEA","RF","A","18.7805555",,12,"25 / 50","20 / 50","50 / 55","40 / 30","40",290,0.41034483,0.46825397,0.1468254,0.07241379,0.14482759,138.65281631074205,"sa3015723"
"Danyer Cueva","TEX","SS","A","18.3833333",,21,"20 / 50","20 / 45","45 / 55","45 / 40","40",207,0.352657,0.44845361,0.13917526,0.04830918,0.2173913,119.13097553434817,"sa3015725"
"Yeferson Tineo","TEX","SS","DSL","19.0138888",,44,"25 / 55","20 / 30","20 / 40","60 / 60","35+",120,0.33333333,0.23,0.02,0.14166667,0.225,71.04896670637825,"sa3015726"
"Hendry Mendez","MIL","CF","A","18.9388888",,21,"25 / 60","20 / 40","40 / 50","50 / 50","40",446,0.35650224,0.31830239,0.07427056,0.13901345,0.15695067,98.32558404939628,"sa3015727"
"Kevin Guerrero","BAL","RF","CPX","18.4944444",,29,"25 / 55","20 / 50","40 / 55","50 / 50","40",140,0.32142857,0.18181818,0.03636363,0.20714286,0.34285714,64.9359904211022,"sa3015737"
"Ronald Hernandez","MIA","C","CPX","18.9777777",,16,"25 / 50","20 / 40","35 / 45","30 / 30","40",161,0.32919255,0.32142857,0.08571428,0.08695652,0.19875776,89.88078186662943,"sa3015738"
"Leonardo Bernal","STL","C","A","18.6722222",,14,"20 / 50","20 / 40","40 / 45","40 / 40","40",171,0.31578947,0.45512821,0.19871795,0.07017544,0.1871345,117.38415286309485,"sa3015773"
"Thayron Liranzo","LAD","C","CPX","19.2777777",,26,"20 / 40","20 / 50","45 / 55","30 / 30","40",171,0.33918129,0.48648649,0.25,0.12280702,0.24561404,122.30550170050354,"sa3015790"
"Hector Rodriguez","CIN","2B","A","18.5944444",,51,"25 / 60","20 / 30","20 / 30","45 / 45","35+",196,0.37244898,0.53551913,0.2021858,0.06122449,0.10204082,146.64610935265696,"sa3015828"
"Fidel Montero","NYY","RF","DSL","18.8222222",,34,"20 / 45","25 / 55","55 / 70","60 / 50","35+",248,0.33467742,0.2974359,0.14358975,0.19354839,0.375,85.72333398575466,"sa3015856"
"Enderso Lira","BOS","C","CPX","19.0111111",,46,"25 / 55","20 / 45","40 / 45","30 / 20","35+",71,0.23943662,0.14516129,0.01612903,0.09859155,0.28169014,24.934132223408294,"sa3016145"
"Juan Alonso","LAD","CF","A","18.95",,38,"20 / 50","20 / 50","40 / 50","50 / 50","35+",214,0.45327103,0.40880503,0.13207547,0.20560748,0.28971963,146.29262892065373,"sa3016331"
"Robert Lopez","CLE","C","CPX","18.7861111",,32,"25 / 55","20 / 40","35 / 40","40 / 30","40",100,0.3,0.22988506,0.03448276,0.11,0.26,60.16173429564432,"sa3016641"
"Rayne Doncon","LAD","2B","A","19.0638888",,11,"25 / 60","20 / 55","40 / 55","45 / 40","45",258,0.30620155,0.48117155,0.22594142,0.06976744,0.16666667,106.94508121524467,"sa3016720"
"Carlos Jorge","CIN","2B","CPX","19.0638888",,38,"25 / 60","20 / 30","20 / 35","55 / 60","35+",154,0.40522876,0.52941176,0.26890756,0.16233766,0.26623377,150.62530279615086,"sa3016722"
"Spencer Packard","SEA","LF","A+","25.0083333",,18,"35 / 55","30 / 45","50 / 50","30 / 30","35+",320,0.4,0.4906367,0.20224719,0.13125,0.153125,147.33983559110777,"sa3016803"
"Tanner Murray","TBR","2B","A+","23.1166666",,27,"35 / 60","30 / 40","30 / 40","45 / 40","40",270,0.32222222,0.412,0.136,0.04814815,0.18518519,99.56216739654167,"sa3016805"
"Marcos Castanon","SDP","2B","A","23.5611111",,24,"35 / 55","30 / 40","45 / 45","30 / 30","35+",519,0.39691715,0.48456057,0.22327791,0.15414258,0.23506744,129.26371299410772,"sa3016818"
"Max Ferguson","BOS","2B","A+","23.1444444",,44,"30 / 35","20 / 30","20 / 30","70 / 70","35+",527,0.36590038,0.33894231,0.125,0.18216319,0.24098672,97.94775738613087,"sa3016819"
"Jackson Merrill","SDP","SS","A","19.4888888",22,1,"25 / 55","20 / 40","30 / 45","50 / 45","55",250,0.39516129,0.51101322,0.17180617,0.08,0.176,135.23769740600167,"sa3016829"
"Miguel Bleis","BOS","RF","CPX","18.6222222",59,3,"20 / 50","25 / 60","45 / 60","50 / 50","50",167,0.35329341,0.54248366,0.24183007,0.05988024,0.26946108,141.3202598814519,"sa3016834"
"Charlie Welch","SEA","C","A+","22.6861111",,23,"30 / 45","30 / 40","45 / 45","30 / 30","35+",224,0.36607143,0.42372881,0.21468926,0.19642857,0.32142857,123.72787894659291,"sa3016858"
"Tyler McDonough","BOS","CF","A+","23.5361111",,14,"30 / 50","30 / 40","45 / 45","50 / 50","40+",517,0.31054688,0.35667396,0.12691466,0.09284333,0.31334623,84.48750722357057,"sa3016869"
"James Wood","WSN","CF","A","20.0777777",9,1,"35 / 55","20 / 60","60 / 70","60 / 50","60",348,0.41954023,0.53608247,0.22336769,0.14367816,0.21551724,150.25650018802438,"sa3016870"
"Ryan Bliss","ARI","2B","A+","22.8388888",,31,"35 / 50","30 / 40","45 / 45","55 / 55","35+",484,0.29813665,0.342723,0.12910798,0.08884298,0.24380165,82.0079814311905,"sa3016951"
"Adrian Del Castillo","ARI","C","A+","23.05",,32,"35 / 55","30 / 40","45 / 45","30 / 30","35+",358,0.29608939,0.35238095,0.14285714,0.09776536,0.22346369,82.26955263763114,"sa3016957"
"Corey Rosier","BOS","CF","A+","23.1055555",,26,"30 / 50","30 / 35","40 / 40","70 / 70","40",466,0.35930736,0.37113402,0.12886598,0.13948498,0.21244635,109.09247349900559,"sa3016961"
"Izaac Pacheco","DET","3B","A+","19.9083333",,14,"20 / 30","25 / 55","60 / 65","45 / 30","40",444,0.33108108,0.40769231,0.15384616,0.10585586,0.21846847,108.95157589938931,"sa3016969"
"Angel Arevalo","OAK","2B","CPX","19.0361111",,33,"25 / 55","20 / 30","30 / 40","60 / 60","35+",87,0.35294118,0.28571429,0.05714286,0.16091954,0.28735632,89.46678468764517,"sa3016972"
"Trey Sweeney","NYY","3B","AA","22.475",,10,"35 / 50","35 / 55","55 / 60","40 / 40","45",508,0.34911243,0.41339492,0.17321016,0.12992126,0.23228346,111.17251079528907,"sa3016973"
"Colton Cowser","BAL","CF","AAA","22.5694444",44,5,"35 / 70","30 / 45","40 / 45","55 / 55","50",626,0.4057508,0.46862745,0.19019608,0.15015974,0.27795527,141.58052404070173,"sa3017018"
"Connor Norby","BAL","2B","AAA","22.3527777",,13,"35 / 55","30 / 45","40 / 45","50 / 50","40+",547,0.36014625,0.52620545,0.24737945,0.10054845,0.20840951,137.44281516219698,"sa3017019"
"Joshua Baez","STL","RF","A","19.2972222",,17,"20 / 40","25 / 60","60 / 70","50 / 40","40",122,0.3852459,0.48514851,0.21782178,0.13114754,0.36065574,146.57191193950624,"sa3017022"
"Henry Davis","PIT","C","AA","23.0666666",36,3,"35 / 45","35 / 60","70 / 70","40 / 40","55",255,0.38039216,0.47169811,0.20754717,0.08235294,0.2,135.72438990147634,"sa3017042"
"Alex Binelas","BOS","3B","AA","22.3861111",,38,"35 / 60","30 / 50","50 / 50","30 / 30","35+",500,0.30661323,0.43793911,0.23185012,0.126,0.294,100.01157592100374,"sa3017044"
"Sal Frelick","MIL","CF","AAA","22.4888888",,4,"35 / 60","30 / 45","40 / 45","60 / 60","45+",562,0.4028777,0.4796748,0.14837399,0.09252669,0.11209964,137.22541892280424,"sa3017047"
"Justyn-Henry Malloy","ATL","3B","AAA","22.6555555",,30,"35 / 50","30 / 40","50 / 50","40 / 40","35+",591,0.40778342,0.4539749,0.16527197,0.1641286,0.23350254,135.68380230736057,"sa3017073"
"Luke Waddell","ATL","2B","AA","24.2555555",,15,"55 / 70","20 / 30","30 / 30","40 / 40","40",187,0.36363636,0.37037037,0.09876543,0.12299465,0.11764706,99.03612804865222,"sa3017075"
"Will Wagner","HOU","2B","AA","24.2111111",,16,"50 / 55","30 / 35","30 / 30","45 / 45","35+",497,0.37373737,0.39371981,0.13285024,0.13480885,0.1971831,108.31598760763237,"sa3017079"
"Wyatt Young","NYM","2B","AA","22.8611111",,32,"55 / 60","20 / 30","20 / 20","40 / 40","35+",536,0.36891386,0.38344227,0.11328976,0.13059701,0.19402985,111.19701271770782,"sa3017081"
"Marcelo Mayer","BOS","SS","A+","19.8416666",19,1,"25 / 60","20 / 55","45 / 55","40 / 40","55",424,0.39858491,0.48857143,0.20857143,0.16037736,0.25235849,143.3227988421447,"sa3017114"
"Donta' Williams","BAL","CF","AA","23.2916666",,26,"35 / 55","30 / 35","40 / 40","60 / 60","40",357,0.35294118,0.35273973,0.13013699,0.15406162,0.24369748,100.38782757528975,"sa3017152"
"Matt McLain","CIN","SS","AA","23.1916666",,6,"35 / 60","30 / 40","45 / 45","60 / 60","45",452,0.36283186,0.45283019,0.22102426,0.15486726,0.28097345,116.32563853518607,"sa3017154"
"Cody Morissette","MIA","2B","A+","22.7472222",,10,"35 / 55","20 / 45","45 / 45","55 / 55","45",385,0.31168831,0.4005848,0.16666667,0.08571429,0.23636364,98.42676980252374,"sa3017158"
"John Rhodes","BAL","3B","AA","22.1666666",,38,"30 / 35","30 / 45","50 / 55","50 / 50","35+",352,0.35897436,0.37800687,0.14089347,0.13352273,0.20454545,107.36815623441795,"sa3017162"
"Cameron Cauley","TEX","SS","A","19.6916666",,45,"25 / 45","20 / 30","30 / 35","60 / 60","35+",331,0.30606061,0.28919861,0.08013938,0.11480363,0.27492447,72.81862389704568,"sa3017167"
"Tyler Collins","ATL","CF","CPX","19.6083333",,31,"25 / 55","20 / 35","30 / 40","60 / 60","35+",16,0.375,0.25,0.08333333,0.25,0.375,97.95516756469974,"sa3017168"
"Benny Montgomery","COL","CF","A","20.1",,7,"20 / 50","20 / 40","45 / 60","70 / 70","45",286,0.38461538,0.49411765,0.18431373,0.07342657,0.26923077,128.0162810146088,"sa3017169"
"Colson Montgomery","CHW","3B","AA","20.6333333",56,1,"30 / 45","30 / 60","50 / 65","50 / 40","50",421,0.38095238,0.42857143,0.15428572,0.12826603,0.19714964,124.83235896504891,"sa3017170"
"Ian Moller","TEX","C","A","19.9694444",,33,"20 / 35","20 / 40","45 / 55","40 / 40","35+",235,0.36595745,0.31521739,0.11413043,0.2,0.26808511,103.0652440284759,"sa3017171"
"Wes Kath","CHW","3B","AA","20.2",,8,"30 / 40","25 / 50","45 / 55","50 / 45","40+",501,0.33333333,0.3744186,0.14418604,0.12774451,0.34131737,99.59920121296042,"sa3017172"
"Hunter Goodman","COL","C","AA","23.0194444",,26,"30 / 40","35 / 55","60 / 60","30 / 30","40",579,0.35405872,0.57170172,0.27724665,0.06908463,0.26079447,137.76017755148015,"sa3017173"
"Reed Trimble","BAL","CF","A","22.3583333",,17,"30 / 40","35 / 50","50 / 55","60 / 60","40+",139,0.3381295,0.37398374,0.09756098,0.09352518,0.21582734,99.90204349344582,"sa3017180"
"Zack Gelof","OAK","3B","AAA","22.9888888",,5,"35 / 60","30 / 45","50 / 50","50 / 50","45+",440,0.35227273,0.46272494,0.19280206,0.11363636,0.275,107.28915441422888,"sa3017286"
"Max Muncy","OAK","SS","A+","20.1388888",,11,"20 / 45","20 / 55","45 / 55","50 / 50","40+",555,0.33574007,0.42161017,0.19279661,0.12432432,0.3045045,100.6542782036079,"sa3017290"
"Jordan McCants","MIA","SS","CPX","20.4",,23,"35 / 55","20 / 40","35 / 50","55 / 50","35+",224,0.32735426,0.34183673,0.09693877,0.10714286,0.25446429,91.58035696134267,"sa3017294"
"James Triantos","CHC","2B","A","19.7111111",91,5,"25 / 70","20 / 55","45 / 50","50 / 50","50",504,0.33531746,0.38596491,0.11403509,0.07738095,0.16071429,102.42387584731544,"sa3017295"
