Name,Org,Pos,Current Level,Age,Top 100,Org Rk,Hit,Game,Raw,Spd,FV,PA,OBP,SLG,ISO,BB%,K%,wRC+,playerId
"Jonny DeLuca","LAD","RF","AA","24.0722222",,33,"30 / 45","30 / 40","45 / 50","50 / 50","40",437,0.34782609,0.51937984,0.25581395,0.10526316,0.18993135,125.70971980747545,"sa3011644"
"Kameron Misner","TBR","CF","AA","24.5777777",,8,"30 / 40","40 / 50","60 / 60","60 / 60","45",462,0.35497835,0.43291139,0.17974683,0.12337662,0.29437229,118.32105646922757,"sa3011656"
"Jordan Brewer","HOU","CF","AA","25.0138888",,38,"20 / 30","30 / 45","55 / 55","60 / 60","35+",297,0.375,0.41035857,0.13545817,0.11447811,0.26936027,117.63641498359041,"sa3011737"
"Kyren Paris","LAA","2B","A+","20.7361111",,14,"35 / 55","30 / 30","40 / 45","70 / 70","40",206,0.38834951,0.45930233,0.19186047,0.14563107,0.31067961,126.64498952369765,"sa3011768"
"Willy Vasquez","TBR","CF","A","20.9166666",,10,"35 / 60","30 / 45","55 / 60","55 / 50","45",173,0.38150289,0.4109589,0.12328767,0.11560694,0.15606936,115.74903624723498,"sa3011821"
"Davis Wendzel","TEX","SS","AAA","25.2027777",,44,"30 / 40","30 / 40","55 / 55","40 / 40","35+",263,0.3460076,0.39910314,0.16143498,0.10646388,0.23193916,100.90687296460182,"sa3011890"
"Trei Cruz","DET","2B","A+","24.0861111",,13,"30 / 50","30 / 40","40 / 40","50 / 50","40",265,0.33840304,0.26829268,0.10731707,0.20754717,0.26415094,81.93901705518716,"sa3014420"
"Baron Radcliff","PHI","1B","A+","23.4916666",,37,"30 / 40","35 / 55","70 / 70","30 / 30","35+",334,0.37125749,0.37743191,0.18287938,0.21257485,0.33532934,112.57230401716737,"sa3014424"
"Hayden Cantrelle","SFG","2B","A","23.6972222",,40,"20 / 30","30 / 45","45 / 50","60 / 60","35+",384,0.36814621,0.30662021,0.1358885,0.21354167,0.265625,101.51061565556653,"sa3014426"
"Alika Williams","TBR","SS","A+","23.4",,24,"35 / 55","20 / 30","35 / 40","60 / 60","40",338,0.3115727,0.37459283,0.10749185,0.05621302,0.16568047,85.57447218974706,"sa3014427"
"David Hamilton","BOS","SS","AA","24.8527777",,19,"35 / 50","30 / 35","40 / 40","60 / 60","40+",459,0.34135667,0.41935484,0.16129032,0.10893246,0.19607843,110.36262106470505,"sa3014434"
"Alerick Soularie","MIN","2B","A+","23.0861111",,20,"30 / 45","35 / 50","50 / 55","55 / 55","40",150,0.36666667,0.36,0.12,0.15333333,0.24666667,106.25023666324974,"sa3014436"
"Garrett Mitchell","MIL","CF","AAA","23.9222222",,4,"35 / 50","30 / 45","60 / 60","70 / 70","45+",268,0.3880597,0.41176471,0.15384616,0.17164179,0.26492537,126.13097682511756,"sa3014438"
"Austin Wells","NYY","RF","AA","23.0666666",,9,"35 / 50","35 / 55","55 / 55","40 / 40","45",469,0.3901919,0.47643979,0.21204188,0.15138593,0.24946695,135.49478592818429,"sa3014440"
"Gage Workman","DET","SS","AA","22.7833333",,11,"30 / 35","30 / 50","50 / 55","50 / 50","40+",513,0.32617188,0.43362832,0.1880531,0.10331384,0.30604288,105.90341419208409,"sa3014441"
"Patrick Bailey","SFG","C","A+","23.1861111",,15,"35 / 60","30 / 40","50 / 50","30 / 30","40+",369,0.36585366,0.42902208,0.16403785,0.1300813,0.24661247,112.9455342509142,"sa3014442"
"Edouard Julien","MIN","LF","AA","23.2666666",,17,"30 / 40","35 / 50","55 / 55","40 / 40","40",514,0.43385214,0.47969543,0.21319797,0.21400778,0.28015564,154.05337439339831,"sa3014445"
"Trevor Hauver","TEX","LF","A+","23.7111111",,32,"30 / 40","35 / 45","50 / 50","40 / 40","35+",442,0.41628959,0.47293447,0.1994302,0.19004525,0.28280543,145.09690125307617,"sa3014448"
"Hudson Haskin","BAL","CF","AA","23.6",,22,"35 / 55","30 / 40","50 / 50","60 / 60","40",363,0.38055556,0.40584416,0.12987013,0.08815427,0.21487603,120.42525181163549,"sa3014449"
"Daniel Cabrera","DET","LF","AA","23.9194444",,27,"40 / 45","30 / 45","50 / 50","40 / 40","40",493,0.28513238,0.39198218,0.16035634,0.07099391,0.22920892,82.3002925887017,"sa3014452"
"Austin Martin","MIN","CF","AA","23.3694444",91,4,"50 / 60","30 / 40","45 / 45","50 / 50","50",418,0.4138756,0.38181818,0.11212121,0.14354067,0.19856459,127.95208525590081,"sa3014454"
"Pete Crow-Armstrong","CHC","CF","A+","20.3638888",29,2,"35 / 40","30 / 45","45 / 50","60 / 60","50",32,0.5625,0.5,0.08333333,0.21875,0.1875,203.41282395230436,"sa3014458"
"Isaiah Greene","CLE","CF","A","20.9361111",,24,"30 / 40","30 / 50","45 / 60","60 / 60","40+",191,0.42105263,0.36842105,0.07894737,0.18324607,0.21989529,120.20873755494428,"sa3014460"
"Petey Halpin","CLE","CF","A+","20.1944444",,17,"35 / 60","30 / 40","35 / 45","60 / 60","45",246,0.36326531,0.42533937,0.13122172,0.08536585,0.20325203,116.81561368603796,"sa3014461"
"Jordan Walker","STL","3B","AA","20.2055555",6,1,"40 / 50","50 / 80","70 / 80","50 / 40","60",366,0.38797814,0.54769231,0.23076923,0.09016393,0.23770492,151.31096265026352,"sa3014464"
"Owen Caissie","CHC","LF","A+","20.0777777",97,5,"30 / 40","25 / 60","55 / 65","40 / 30","50",226,0.43362832,0.48901099,0.18681319,0.18584071,0.29646018,147.98255532510308,"sa3014465"
"Alec Burleson","STL","RF","AAA","23.6972222",,9,"45 / 55","30 / 40","50 / 50","30 / 30","40+",503,0.32868526,0.45394737,0.18421053,0.08349901,0.20079523,107.610267821403,"sa3014466"
"Carson Taylor","LAD","C","AA","23.1777777",,37,"30 / 40","35 / 40","55 / 55","20 / 20","35+",342,0.37134503,0.43298969,0.15463917,0.13157895,0.18421053,122.52989775512273,"sa3014468"
"Anthony Servideo","BAL","SS","CPX","23.4027777",,42,"30 / 40","35 / 45","45 / 50","55 / 55","35+",92,0.48913043,0.31147541,0.06557377,0.30434783,0.2826087,146.8396941839876,"sa3014472"
"Colt Keith","DET","3B","A+","20.9777777",,6,"35 / 55","30 / 50","45 / 50","40 / 40","45",270,0.3962963,0.39285714,0.10714285,0.15185185,0.24444444,122.36035914224563,"sa3014474"
"Drew Millas","WSN","C","A+","24.5583333",,17,"30 / 35","30 / 30","45 / 45","50 / 45","40",384,0.37239583,0.34782609,0.08385093,0.140625,0.13802083,105.49769667509754,"sa3014475"
"Coby Mayo","BAL","RF","AA","20.6555555",63,6,"35 / 55","30 / 60","50 / 70","50 / 40","50",216,0.42592593,0.55494505,0.23626373,0.13425926,0.18518519,161.72297048695967,"sa3014479"
"Casey Schmitt","SFG","3B","AA","23.4305555",,16,"35 / 55","30 / 45","50 / 55","40 / 40","40+",280,0.31785714,0.4063745,0.15936255,0.07857143,0.15714286,90.52807284547285,"sa3014484"
"Tyler Gentry","KCR","RF","AA","23.5138888",,16,"30 / 45","35 / 50","50 / 55","55 / 55","40",186,0.39459459,0.44897959,0.19047619,0.15591398,0.29569892,134.79275942563604,"sa3014485"
"Tyler Soderstrom","OAK","1B","AA","20.7",52,2,"35 / 60","30 / 55","50 / 60","40 / 30","50",254,0.38976378,0.56756757,0.26126126,0.10629921,0.24015748,145.10120136245925,"sa3014489"
"Evan Carter","TEX","CF","A+","19.9361111",,7,"25 / 60","20 / 40","40 / 45","60 / 60","45+",146,0.43835616,0.38679245,0.15094339,0.23287671,0.19178082,137.79312504462092,"sa3014490"
"Aaron Sabato","MIN","1B","A+","23.1722222",,22,"30 / 45","40 / 55","60 / 60","30 / 30","40",464,0.37284483,0.4099723,0.20775623,0.19827586,0.32112069,119.72179589597768,"sa3014494"
"Kaden Polcovich","SEA","2B","AA","23.4583333",,28,"30 / 45","30 / 45","50 / 50","60 / 60","35+",421,0.35391924,0.39473684,0.17543859,0.14964371,0.24940618,104.82470067001978,"sa3014496"
"Jordan Westburg","BAL","2B","AAA","23.4666666",,8,"35 / 50","30 / 50","50 / 50","55 / 55","45",506,0.38932806,0.47877358,0.19339622,0.12055336,0.25098814,135.52978564627793,"sa3014499"
"Freddy Zamora","MIL","SS","AA","23.7638888",,13,"35 / 60","30 / 35","40 / 40","60 / 60","40+",413,0.40435835,0.42074928,0.12103746,0.13801453,0.18401937,131.47279293976433,"sa3014500"
"Werner Blakely","LAA","3B","A","20.4583333",,13,"30 / 35","30 / 50","45 / 60","45 / 45","40+",186,0.33870968,0.28378378,0.10135135,0.17741935,0.37096774,78.68670531185126,"sa3014502"
"Masyn Winn","STL","SS","AA","20.375",90,4,"35 / 55","30 / 50","45 / 55","60 / 60","50",438,0.32420091,0.35584416,0.11428572,0.10502283,0.2283105,89.53495853635938,"sa3014506"
"David Calabrese","LAA","CF","A","19.8611111",,46,"20 / 50","20 / 30","20 / 35","60 / 60","35+",165,0.3030303,0.30555556,0.10416667,0.12121212,0.32727273,67.55352900467814,"sa3014507"
"Nick Gonzales","PIT","2B","CPX","23.1916666",98,5,"30 / 45","35 / 55","55 / 55","60 / 60","50",369,0.38482385,0.56481481,0.26234567,0.10840108,0.27371274,149.79984753793974,"sa3014510"
"Nick Loftin","KCR","CF","AAA","23.8638888",,4,"50 / 60","30 / 40","45 / 45","55 / 55","45",410,0.37346437,0.46348315,0.17415731,0.10243902,0.14634146,130.2784180381478,"sa3014511"
"Zac Veen","COL","RF","AA","20.65",64,3,"30 / 45","35 / 60","55 / 70","60 / 55","50",479,0.39915966,0.50125313,0.20050125,0.13361169,0.26304802,135.4018956030448,"sa3014516"
"Austin Hendrick","CIN","RF","A+","21.1416666",,13,"20 / 40","25 / 55","60 / 60","50 / 45","40+",266,0.37969925,0.38755981,0.17703349,0.19172932,0.37593985,118.67324183508832,"sa3014521"
"Drew Romo","COL","C","A+","20.9361111",51,2,"30 / 50","30 / 45","55 / 60","30 / 30","50",339,0.34513274,0.43910256,0.125,0.0560472,0.14749263,104.12977716689575,"sa3014522"
"Casey Martin","PHI","SS","A+","23.3305555",,17,"30 / 35","35 / 45","55 / 60","80 / 80","40",427,0.29107981,0.31016043,0.11229947,0.09601874,0.28103044,69.08715372098855,"sa3014524"
"A.J. Vukovich","ARI","1B","A+","21.0444444",,13,"30 / 45","35 / 55","60 / 70","30 / 20","40+",400,0.32,0.44565217,0.17391304,0.055,0.2625,99.32269063551841,"sa3014525"
"Justin Foscue","TEX","2B","AA","23.4277777",,9,"40 / 45","40 / 50","60 / 60","30 / 30","45",267,0.37078652,0.58951965,0.31441048,0.09363296,0.26966292,148.69547653669153,"sa3014527"
"Dillon Dingler","DET","C","AA","23.8861111",102,2,"30 / 40","30 / 45","50 / 50","45 / 45","50",361,0.31024931,0.4068323,0.16770187,0.06094183,0.27977839,95.29935611558162,"sa3014528"
"Jackson Miller","CIN","C","A","20.5916666",,37,"30 / 40","30 / 40","40 / 50","40 / 30","40",7,0.71428571,0.5,0,0.28571429,0,249.273635848617,"sa3014529"
"Jordan Nwogu","CHC","CF","A+","23.4055555",,46,"30 / 35","30 / 50","55 / 60","55 / 55","35+",373,0.34408602,0.39009288,0.14241486,0.11260054,0.28150134,103.37726831993557,"sa3014530"
"Joey Wiemer","MIL","RF","AAA","23.4861111",69,2,"30 / 40","35 / 60","60 / 70","55 / 50","50",472,0.40254237,0.55555556,0.26010101,0.13347458,0.22245763,155.35542012941758,"sa3014531"
"Jesse Franklin V","ATL","CF","AA","23.6805555",,22,"30 / 45","35 / 50","50 / 55","50 / 50","40",406,0.32019704,0.52222222,0.27777778,0.08374384,0.28325123,118.04719122050258,"sa3014532"
"Blaze Jordan","BOS","1B","A+","19.6305555",,14,"25 / 55","30 / 55","55 / 60","35 / 30","40+",114,0.36842105,0.59047619,0.26666667,0.07017544,0.18421053,144.73375286704757,"sa3014537"
"Ed Howard","CHC","SS","A+","20.5222222",,15,"30 / 45","30 / 45","40 / 45","50 / 50","45",326,0.27692308,0.31456954,0.08940398,0.05521472,0.3006135,63.62523514732822,"sa3014540"
"Milan Tolentino","CLE","SS","A+","20.7194444",,39,"30 / 40","30 / 30","40 / 45","55 / 55","40",208,0.33333333,0.42473118,0.15591398,0.07692308,0.29807692,99.73169286572877,"sa3014544"
"Nick Yorke","BOS","2B","A+","20.3444444",56,4,"35 / 60","30 / 50","40 / 45","50 / 45","50",442,0.41176471,0.51587302,0.19047619,0.11764706,0.1561086,148.92926303841114,"sa3014546"
"Zach DeLoach","SEA","RF","AA","23.9666666",,23,"30 / 50","30 / 50","50 / 50","60 / 55","35+",501,0.37325349,0.46774194,0.19124424,0.11976048,0.24151697,126.33577239900063,"sa3014547"
"Jimmy Glowenke","SFG","2B","A+","23.1694444",,55,"35 / 55","30 / 35","45 / 45","40 / 40","35+",425,0.36705882,0.44444444,0.18888888,0.11529412,0.23529412,115.65969065874012,"sa3014548"
"Zavier Warren","MIL","3B","A+","23.5777777",,41,"35 / 50","30 / 40","50 / 55","50 / 40","35+",387,0.36692506,0.44171779,0.18404908,0.13178295,0.20930233,122.25995893663044,"sa3014549"
"Juan Chacon","BOS","CF","CPX","19.6722222",,29,"20 / 50","20 / 50","40 / 50","60 / 55","40",197,0.42639594,0.38414634,0.07317073,0.1319797,0.1319797,136.38013798626307,"sa3014676"
"Kevin Made","CHC","SS","A+","19.9055555",,29,"20 / 40","20 / 45","35 / 50","55 / 55","40",243,0.2962963,0.36595745,0.09361702,0.02469136,0.2345679,80.10660201039778,"sa3014679"
"Adael Amador","COL","SS","A","19.3194444",,5,"20 / 50","20 / 35","40 / 45","60 / 60","45",200,0.39393939,0.44512195,0.14634146,0.135,0.145,122.38056362010352,"sa3014682"
"Roberto Campos","DET","RF","A","19.1444444",,16,"20 / 50","25 / 55","55 / 60","45 / 40","40",155,0.31612903,0.44117647,0.21323529,0.10967742,0.26451613,98.48630169921238,"sa3014683"
"Dauri Lorenzo","HOU","SS","CPX","19.7694444",,32,"25 / 55","25 / 45","40 / 50","50 / 50","35+",157,0.31612903,0.31205674,0.06382979,0.08917197,0.22292994,74.75978420608776,"sa3014685"
"Arol Vera","LAA","SS","A","19.9",,5,"20 / 50","20 / 40","45 / 55","50 / 50","45",254,0.37007874,0.40088106,0.0969163,0.07086614,0.23228346,107.51405612496033,"sa3014687"
"Adrian Placencia","LAA","2B","A","19.1777777",,10,"20 / 55","20 / 40","40 / 50","50 / 50","40+",175,0.32571429,0.34265734,0.16783217,0.16,0.28,83.6475645748181,"sa3014688"
"Jose Salas","MIA","SS","A+","19.2777777",81,2,"25 / 60","20 / 50","45 / 55","55 / 50","50",230,0.39130435,0.405,0.1,0.09565217,0.22173913,121.05947015708975,"sa3014690"
"Ian Lewis","MIA","2B","A","19.5055555",,8,"20 / 45","20 / 55","45 / 60","70 / 70","45+",161,0.35403727,0.4966443,0.19463088,0.06832298,0.14906832,122.4106190689755,"sa3014691"
"Hedbert Perez","MIL","LF","A","19.3388888",,23,"20 / 40","25 / 55","55 / 60","55 / 45","40",200,0.33,0.45945946,0.18378378,0.045,0.295,106.13736254514968,"sa3014692"
"Emmanuel Rodriguez","MIN","CF","A","19.4333333",,14,"20 / 40","25 / 55","50 / 55","50 / 50","40+",153,0.34640523,0.52380952,0.30952381,0.1503268,0.36601307,123.59420107276095,"sa3014693"
"Alex Ramirez","NYM","CF","A+","19.5638888",65,4,"20 / 45","20 / 55","50 / 60","55 / 55","50",334,0.32634731,0.38410596,0.12582781,0.06886228,0.31137725,95.84642147798354,"sa3014695"
"Jasson Dominguez","NYY","CF","A+","19.4972222",67,3,"20 / 50","20 / 60","60 / 60","60 / 55","50",241,0.3526971,0.37864078,0.1262136,0.1120332,0.30290456,103.64868124225617,"sa3014696"
"Robert Puason","OAK","SS","CPX","19.9027777",,40,"20 / 30","20 / 45","45 / 60","50 / 50","35+",337,0.28228228,0.29139073,0.07615894,0.07121662,0.41246291,56.20673647547109,"sa3014697"
"Robert Hassell III","WSN","RF","A+","20.975",41,3,"35 / 55","30 / 50","45 / 50","55 / 55","50",516,0.39341085,0.46952596,0.16704289,0.12790698,0.19186047,130.36117696601687,"sa3014701"
"Reginald Preciado","CHC","3B","CPX","19.2222222",,17,"20 / 40","20 / 60","45 / 60","40 / 40","40+",154,0.38311688,0.5106383,0.17730497,0.07142857,0.22727273,131.54605220111546,"sa3014702"
"Ismael Mena","CHC","CF","CPX","19.6833333",,54,"25 / 55","20 / 40","40 / 50","60 / 60","35+",178,0.28651685,0.29487179,0.07051282,0.08426966,0.25280899,56.422685264907074,"sa3014703"
"Aeverson Arteaga","SFG","SS","A","19.3888888",,4,"20 / 40","25 / 45","40 / 45","60 / 60","45",229,0.36244541,0.495,0.205,0.10043668,0.30567686,120.31684494599494,"sa3014707"
"Maximo Acosta","TEX","SS","A","19.7694444",,16,"25 / 55","20 / 40","40 / 50","50 / 45","40+",68,0.27941176,0.39344262,0.14754098,0.04411765,0.22058824,69.67509673709843,"sa3014711"
"Rikelbin De Castro","TOR","SS","CPX","19.5361111",,11,"20 / 50","20 / 35","30 / 45","60 / 55","40+",156,0.37179487,0.3968254,0.15873016,0.15384615,0.25641026,110.94469464315753,"sa3014714"
"Estiven Machado","TOR","2B","A","19.8388888",,18,"25 / 60","20 / 30","30 / 40","55 / 55","40",1,1,1,0,0,0,455.7372441909444,"sa3014715"
"Sammy Infante","WSN","3B","A","21.1222222",,22,"30 / 50","30 / 50","50 / 55","50 / 40","40",143,0.32867133,0.36363636,0.14876033,0.11888112,0.3006993,89.86703919117791,"sa3014717"
"Roismar Quintana","WSN","RF","CPX","19.5",,34,"20 / 50","20 / 50","55 / 60","55 / 50","35+",20,0.55,0.69230769,0.38461538,0.3,0.25,218.29474707047353,"sa3014718"
"Michael Guldberg","OAK","CF","AA","23.1222222",,35,"35 / 50","30 / 40","40 / 40","60 / 60","40",206,0.34673367,0.41954023,0.16091954,0.08252427,0.17475728,112.43187880026727,"sa3014822"
"J.C. Correa","HOU","C","A+","23.8916666",,18,"35 / 55","30 / 35","30 / 30","40 / 40","35+",448,0.36830357,0.46437346,0.15479115,0.078125,0.13169643,125.56624180781998,"sa3014823"
"Pedro Leon","HOU","CF","AAA","24.1888888",,6,"30 / 40","40 / 50","55 / 55","60 / 60","45",301,0.33887043,0.36862745,0.14901961,0.12956811,0.30564784,92.64893913782365,"sa3014838"
"Matt Dyer","TBR","C","A+","24.0611111",,48,"20 / 30","30 / 40","55 / 55","55 / 55","35+",267,0.35205993,0.51948052,0.25974026,0.10861423,0.3071161,131.06360829076152,"sa3014883"
"Brett Auerbach","SFG","C","AA","23.9416666",,34,"35 / 55","30 / 35","40 / 40","55 / 55","40",368,0.37874659,0.52848101,0.24050633,0.10869565,0.24184783,137.76597915894837,"sa3014941"
"Matt Mervis","CHC","1B","AAA","24.3055555",,51,"40 / 40","50 / 50","60 / 60","30 / 30","35+",304,0.31023102,0.36679537,0.15830116,0.12171053,0.23026316,84.95691237095213,"sa3015051"
"Zac Cook","TOR","CF","AA","24.2694444",,31,"30 / 35","35 / 50","55 / 55","45 / 40","35+",336,0.37797619,0.48920863,0.23381295,0.0922619,0.29761905,134.42130671404954,"sa3015090"
"Yhoswar Garcia","PHI","CF","A","20.8972222",,41,"30 / 45","30 / 40","50 / 60","70 / 70","35+",77,0.2987013,0.27142857,0.04285714,0.07792208,0.2987013,62.80072615439186,"sa3015117"
"Yoelqui Cespedes","CHW","CF","AA","24.8666666",,17,"20 / 30","40 / 45","60 / 60","60 / 60","40",299,0.35016835,0.46296296,0.17777777,0.05351171,0.27759197,121.03889723838999,"sa3015137"
"Deyvison De Los Santos","ARI","3B","A+","19.125",,8,"20 / 40","25 / 60","60 / 70","40 / 30","45",255,0.37007874,0.48898678,0.19383259,0.10196078,0.2627451,124.00269392592648,"sa3015168"
"Juan Corniel","ARI","SS","A","19.8444444",,28,"20 / 40","20 / 40","30 / 45","60 / 60","40",207,0.28502415,0.32446809,0.07978724,0.05797101,0.24637681,60.546218985392265,"sa3015169"
"Yerlin Confidan","CIN","RF","CPX","19.6388888",,20,"20 / 35","25 / 60","60 / 70","50 / 40","40+",192,0.359375,0.57303371,0.25842697,0.0625,0.25,134.75823674100914,"sa3015176"
"Braylin Minier","CIN","3B","A","19.1527777",,47,"20 / 55","20 / 40","45 / 50","20 / 20","35+",159,0.3081761,0.39310345,0.13793104,0.06918239,0.29559748,83.02488824390647,"sa3015177"
"Manuel Sequera","DET","2B","A","19.8555555",,21,"20 / 40","25 / 50","50 / 55","40 / 30","40",194,0.31443299,0.50877193,0.26315789,0.07731959,0.29381443,109.0076454975708,"sa3015179"
"Yeiner Fernandez","LAD","C","A","19.8805555",,40,"20 / 50","20 / 30","30 / 40","50 / 50","35+",191,0.41361257,0.48837209,0.13372093,0.06282723,0.15706806,139.42853571165173,"sa3015182"
"Adrian Sugastey","SFG","C","A","19.7861111",,31,"25 / 50","20 / 30","40 / 45","20 / 20","40",163,0.40490798,0.43918919,0.08108108,0.07361963,0.1595092,125.96261328982521,"sa3015190"
"Kala'i Rosario","MIN","LF","A","20.0944444",,23,"30 / 40","25 / 55","55 / 60","45 / 40","40",208,0.34134615,0.45212766,0.17553192,0.09134615,0.31730769,109.1188090028065,"sa3015199"
"Yosy Galan","TEX","RF","A","21.2805555",,31,"20 / 30","35 / 60","70 / 80","50 / 50","35+",203,0.33990148,0.53107345,0.27683616,0.08866995,0.39408867,118.99736156864029,"sa3015202"
"Jose Fernandez","ARI","SS","CPX","18.8722222",,25,"20 / 35","20 / 40","35 / 50","60 / 60","40",126,0.32,0.30357143,0.05357143,0.08730159,0.30952381,71.77019051274883,"sa3015204"
"Edgar Quero","LAA","C","A","19.3333333",,7,"25 / 55","20 / 40","40 / 50","30 / 20","40+",158,0.40506329,0.46280992,0.2231405,0.17721519,0.27848101,131.3309396507246,"sa3015239"
"Tsung-Che Cheng","PIT","SS","A","21.0833333",,63,"35 / 60","20 / 20","20 / 20","60 / 60","35+",157,0.44871795,0.49180328,0.18032787,0.1910828,0.08917197,153.89203002216274,"sa3015376"
"Jeferson Quero","MIL","C","A+","19.8277777",,7,"25 / 50","20 / 55","50 / 60","30 / 20","45",83,0.43373494,0.5,0.19117647,0.14457831,0.12048193,148.40060593087833,"sa3015407"
"Yiddi Cappe","MIA","SS","A","19.9694444",,7,"25 / 50","20 / 50","45 / 60","55 / 55","45+",216,0.3287037,0.4021164,0.13227513,0.08796296,0.16203704,102.77715288886304,"sa3015515"
"Junior Caminero","TBR","3B","CPX","19.0861111",,18,"20 / 45","25 / 55","45 / 55","40 / 40","40+",171,0.38011696,0.53424658,0.23972603,0.11695906,0.16374269,144.60072271210015,"sa3015532"
"Adrian Pinto","TOR","CF","A","19.8722222",,27,"25 / 55","20 / 30","30 / 40","55 / 55","35+",224,0.48648649,0.54285714,0.18285714,0.16964286,0.08035714,184.95763866316844,"sa3015542"
"Javier Sanoja","MIA","SS","A","19.925",,32,"25 / 55","20 / 30","20 / 30","60 / 60","35+",244,0.30737705,0.33333333,0.10045662,0.07377049,0.04508197,85.01606577822442,"sa3015564"
"Onil Perez","SFG","C","CPX","19.9055555",,43,"20 / 45","20 / 45","40 / 50","30 / 30","35+",134,0.44776119,0.39805825,0.10679611,0.2238806,0.1119403,147.25122946109664,"sa3015610"
"Lizandro Espinoza","STL","SS","CPX","19.7111111",,17,"25 / 60","20 / 35","30 / 40","50 / 50","40",141,0.39568345,0.38461538,0.09401709,0.12056738,0.14893617,124.27430169937304,"sa3015611"
"Christian Cerda","ARI","C","CPX","19.6083333",,45,"20 / 45","20 / 40","45 / 55","20 / 20","35+",164,0.36585366,0.33834586,0.12030075,0.15243902,0.15243902,109.16096622371164,"sa3015623"
"Yanquiel Fernandez","COL","LF","A","19.5972222",,9,"20 / 50","25 / 60","50 / 70","40 / 30","40+",202,0.40594059,0.53107345,0.19774012,0.10891089,0.12871287,154.21860506943682,"sa3015648"
"Luis Mendez","COL","SS","CPX","19.7666666",,25,"25 / 55","20 / 35","30 / 40","60 / 60","40",224,0.35267857,0.43298969,0.17010309,0.09821429,0.21428571,119.5111447247565,"sa3015650"
"Wilman Diaz","LAD","SS","CPX","18.725",,21,"20 / 45","20 / 40","40 / 50","60 / 60","40+",94,0.30851064,0.35294118,0.11764706,0.09574468,0.27659574,88.88541530817879,"sa3015694"
"Armando Cruz","WSN","SS","CPX","18.5555555",,14,"20 / 45","20 / 30","20 / 30","55 / 55","40",197,0.29230769,0.30508475,0.07344633,0.08121827,0.13705584,72.85068269466544,"sa3015695"
"Cristian Hernandez","CHC","SS","CPX","18.6472222",80,4,"25 / 50","20 / 40","45 / 55","55 / 55","50",191,0.39790576,0.42405063,0.1392405,0.15706806,0.20418848,132.34040493558192,"sa3015696"
"Cristian Santana","DET","SS","A","18.6972222",,4,"25 / 60","25 / 50","40 / 50","50 / 45","45",216,0.4212963,0.52046784,0.25146199,0.13888889,0.21296296,160.70304276599134,"sa3015697"
"Danny De Andrade","MIN","SS","CPX","18.3222222",,18,"25 / 50","20 / 40","30 / 45","50 / 50","40",200,0.34,0.34831461,0.08426967,0.075,0.135,99.28893826615277,"sa3015698"
"Shalin Polanco","PIT","CF","CPX","18.5",,46,"20 / 50","20 / 50","40 / 50","40 / 40","40",176,0.28409091,0.33757962,0.13375796,0.10227273,0.25,77.17467749725849,"sa3015699"
"Jesus Galiz","LAD","C","CPX","18.6583333",,27,"20 / 40","20 / 40","45 / 50","30 / 20","40",112,0.28571429,0.28712871,0.06930693,0.0625,0.15178571,67.85177292553267,"sa3015700"
"Jhonny Piron","TBR","CF","CPX","18.1777777",,55,"20 / 45","20 / 40","40 / 50","70 / 70","35+",205,0.36585366,0.36904762,0.13690476,0.14146341,0.21463415,113.96303363537514,"sa3015702"
"Pedro Pineda","OAK","CF","CPX","18.9166666",,33,"20 / 45","25 / 60","50 / 60","60 / 50","40",117,0.36752137,0.36082474,0.12371134,0.15384615,0.35042735,104.95558750662069,"sa3015703"
"Jackson Chourio","MIL","CF","A+","18.4027777",47,1,"20 / 60","20 / 45","40 / 50","60 / 60","50",189,0.38624339,0.44654088,0.1509434,0.12169312,0.14814815,131.3449292884183,"sa3015704"
"Victor Acosta","CIN","SS","CPX","18.1555555",,23,"20 / 45","20 / 45","35 / 50","60 / 60","40",240,0.43096234,0.48387097,0.19892473,0.15833333,0.1875,153.30756761890777,"sa3015705"
"Angel Genao","CLE","SS","CPX","18.2138888",,23,"20 / 50","20 / 45","35 / 45","50 / 50","40+",192,0.421875,0.36423841,0.09933775,0.203125,0.15104167,132.8243745031523,"sa3015706"
"Manuel Beltre","TOR","SS","CPX","18.1583333",,35,"25 / 55","20 / 40","40 / 45","55 / 55","35+",238,0.3907563,0.34615385,0.12087912,0.17647059,0.13865546,118.7402866594385,"sa3015710"
"Denzer Guzman","LAA","SS","CPX","18.4944444",,8,"20 / 50","20 / 40","40 / 50","45 / 40","40+",164,0.31097561,0.36170213,0.14893617,0.12195122,0.14634146,91.55049764694148,"sa3015711"
"Maikol Hernandez","BAL","SS","CPX","18.8388888",,31,"20 / 45","20 / 50","30 / 50","50 / 40","40",156,0.33974359,0.30769231,0.07692308,0.12820513,0.21153846,91.77821733893299,"sa3015712"
"Manuel Pena","ARI","3B","A","18.6694444",,15,"20 / 50","25 / 55","45 / 60","45 / 40","40+",222,0.34234234,0.36082474,0.10824742,0.11711712,0.20720721,101.30906687804003,"sa3015715"
"Yemal Flores","PHI","CF","CPX","18.7055555",,20,"20 / 50","20 / 50","45 / 55","40 / 40","40",140,0.30714286,0.31623932,0.14529915,0.15,0.35714286,84.02245063358909,"sa3015717"
